Fecha,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Canal_Venta,Año,Mes
06-2013,MELON,55.92,54.59,0.98,0.16,INTERNET,2013,6
06-2013,SANDIA,92.31,86.2,0.93,0.15,INTERNET,2013,6
06-2013,CIRUELAS,0.0,0.0,0.0,0.0,INTERNET,2013,6
06-2013,CEREZAS,21.63,86.82,4.01,0.22,INTERNET,2013,6
06-2013,UVAS,23.34,49.0,0.21,0.07,INTERNET,2013,6
06-2013,KIWI,23.63,63.12,2.67,0.02,INTERNET,2013,6
06-2013,AGUACATE,7.49,22.77,3.04,0.06,INTERNET,2013,6
06-2013,PIÑA,43.82,166.71,0.38,0.01,INTERNET,2013,6
06-2013,OTRAS FRUTAS FRESCAS,5.75,27.51,4.79,0.11,INTERNET,2013,6
06-2013,FRUTAS IV GAMA,45.07,164.79,3.66,0.01,INTERNET,2013,6
06-2013,FRUTAS ECOLOGICAS,33.44,70.67,2.11,0.15,INTERNET,2013,6
07-2013,T.FRUTAS FRESCAS,553.28,1019.02,1.84,1.18,INTERNET,2013,7
07-2013,NARANJAS,45.44,54.66,0.12,0.08,INTERNET,2013,7
07-2013,MANDARINAS,0.0,0.0,0.0,0.0,INTERNET,2013,7
07-2013,LIMONES,6.78,13.52,1.99,0.04,INTERNET,2013,7
07-2013,PLATANOS,124.49,241.1,1.94,0.68,INTERNET,2013,7
07-2013,MANZANAS,34.86,70.21,2.01,0.21,INTERNET,2013,7
07-2013,PERAS,11.08,25.89,2.34,0.08,INTERNET,2013,7
07-2013,MELOCOTONES,39.05,85.31,2.18,0.23,INTERNET,2013,7
07-2013,ALBARICOQUES,5.25,12.09,0.23,0.05,INTERNET,2013,7
07-2013,FRESAS/FRESON,4.92,12.1,2.46,0.02,INTERNET,2013,7
07-2013,MELON,43.4,49.28,1.14,0.14,INTERNET,2013,7
07-2013,SANDIA,99.29,84.9,0.85,0.17,INTERNET,2013,7
07-2013,CIRUELAS,0.0,0.0,0.0,0.0,INTERNET,2013,7
07-2013,CEREZAS,20.14,62.68,3.11,0.09,INTERNET,2013,7
07-2013,UVAS,11.42,48.78,4.27,0.05,INTERNET,2013,7
07-2013,KIWI,4.66,11.61,2.49,0.04,INTERNET,2013,7
07-2013,AGUACATE,0.0,0.0,0.0,0.0,INTERNET,2013,7
07-2013,PIÑA,52.52,154.9,2.95,0.02,INTERNET,2013,7
07-2013,OTRAS FRUTAS FRESCAS,49.98,91.97,1.84,0.27,INTERNET,2013,7
07-2013,FRUTAS IV GAMA,22.74,73.99,3.25,0.12,INTERNET,2013,7
07-2013,FRUTAS ECOLOGICAS,21.33,64.54,3.03,0.05,INTERNET,2013,7
08-2013,T.FRUTAS FRESCAS,787.15,1103.96,0.14,1.09,INTERNET,2013,8
08-2013,NARANJAS,42.5,52.15,1.23,0.05,INTERNET,2013,8
08-2013,MANDARINAS,0.0,0.0,0.0,0.0,INTERNET,2013,8
08-2013,LIMONES,23.01,51.55,2.24,0.24,INTERNET,2013,8
08-2013,PLATANOS,54.48,117.32,2.15,0.37,INTERNET,2013,8
08-2013,MANZANAS,28.66,64.81,2.26,0.23,INTERNET,2013,8
08-2013,PERAS,22.65,49.03,2.16,0.09,INTERNET,2013,8
08-2013,MELOCOTONES,64.02,142.94,2.23,0.35,INTERNET,2013,8
08-2013,ALBARICOQUES,0.0,0.0,0.0,0.0,INTERNET,2013,8
08-2013,FRESAS/FRESON,0.65,2.59,3.98,0.01,INTERNET,2013,8
08-2013,MELON,260.21,182.81,0.07,0.36,INTERNET,2013,8
08-2013,SANDIA,152.51,106.97,0.07,0.21,INTERNET,2013,8
08-2013,CIRUELAS,9.91,16.01,1.62,0.13,INTERNET,2013,8
08-2013,CEREZAS,1.75,10.35,0.59,0.02,INTERNET,2013,8
08-2013,UVAS,18.97,68.33,0.36,0.01,INTERNET,2013,8
08-2013,KIWI,17.29,53.63,0.31,0.01,INTERNET,2013,8
08-2013,AGUACATE,3.53,16.54,4.68,0.04,INTERNET,2013,8
08-2013,PIÑA,53.36,97.65,1.83,0.18,INTERNET,2013,8
08-2013,OTRAS FRUTAS FRESCAS,33.64,71.3,2.12,0.21,INTERNET,2013,8
08-2013,FRUTAS IV GAMA,42.73,88.27,2.07,0.21,INTERNET,2013,8
08-2013,FRUTAS ECOLOGICAS,2.29,11.75,5.14,0.02,INTERNET,2013,8
09-2013,T.FRUTAS FRESCAS,702.97,972.35,1.38,1.23,INTERNET,2013,9
09-2013,NARANJAS,127.08,168.62,1.33,0.18,INTERNET,2013,9
09-2013,MANDARINAS,0.0,0.0,0.0,0.0,INTERNET,2013,9
09-2013,LIMONES,16.08,36.34,2.26,0.11,INTERNET,2013,9
09-2013,PLATANOS,80.21,121.61,1.52,0.44,INTERNET,2013,9
09-2013,MANZANAS,19.63,41.96,2.14,0.14,INTERNET,2013,9
09-2013,PERAS,25.78,38.48,1.49,0.17,INTERNET,2013,9
09-2013,MELOCOTONES,22.05,38.48,1.75,0.11,INTERNET,2013,9
09-2013,ALBARICOQUES,0.57,1.36,2.38,0.01,INTERNET,2013,9
09-2013,FRESAS/FRESON,0.57,2.68,0.47,0.01,INTERNET,2013,9
09-2013,MELON,178.71,130.83,0.73,0.47,INTERNET,2013,9
09-2013,SANDIA,100.74,63.15,0.63,0.16,INTERNET,2013,9
09-2013,CIRUELAS,17.77,34.76,1.96,0.08,INTERNET,2013,9
09-2013,CEREZAS,0.0,0.0,0.0,0.0,INTERNET,2013,9
09-2013,UVAS,32.0,88.15,2.75,0.13,INTERNET,2013,9
09-2013,KIWI,12.65,41.38,3.27,0.07,INTERNET,2013,9
09-2013,AGUACATE,4.43,17.03,3.84,0.02,INTERNET,2013,9
09-2013,PIÑA,7.66,31.62,4.13,0.08,INTERNET,2013,9
09-2013,OTRAS FRUTAS FRESCAS,57.05,115.92,2.03,0.27,INTERNET,2013,9
09-2013,FRUTAS IV GAMA,17.93,51.9,0.29,0.12,INTERNET,2013,9
09-2013,FRUTAS ECOLOGICAS,18.06,26.46,1.47,0.08,INTERNET,2013,9
10-2013,T.FRUTAS FRESCAS,674.1,1136.77,1.69,1.12,INTERNET,2013,10
10-2013,NARANJAS,105.16,148.98,1.42,0.18,INTERNET,2013,10
10-2013,MANDARINAS,50.8,82.7,1.63,0.03,INTERNET,2013,10
10-2013,LIMONES,18.91,36.8,1.95,0.15,INTERNET,2013,10
10-2013,PLATANOS,101.16,164.8,1.63,0.61,INTERNET,2013,10
10-2013,MANZANAS,87.22,140.23,1.61,0.03,INTERNET,2013,10
10-2013,PERAS,28.22,52.23,1.85,0.15,INTERNET,2013,10
10-2013,MELOCOTONES,50.93,74.11,1.45,0.16,INTERNET,2013,10
10-2013,ALBARICOQUES,0.0,0.0,0.0,0.0,INTERNET,2013,10
10-2013,FRESAS/FRESON,0.49,3.16,0.65,0.0,INTERNET,2013,10
10-2013,MELON,81.51,81.68,0.01,0.17,INTERNET,2013,10
10-2013,SANDIA,1.41,4.94,3.49,0.01,INTERNET,2013,10
10-2013,CIRUELAS,5.37,24.3,4.52,0.03,INTERNET,2013,10
10-2013,CEREZAS,0.0,0.0,0.0,0.0,INTERNET,2013,10
10-2013,UVAS,29.03,99.78,3.44,0.17,INTERNET,2013,10
10-2013,KIWI,14.7,38.24,0.26,0.13,INTERNET,2013,10
10-2013,AGUACATE,10.42,28.96,2.78,0.07,INTERNET,2013,10
10-2013,PIÑA,49.57,68.75,1.39,0.18,INTERNET,2013,10
10-2013,OTRAS FRUTAS FRESCAS,39.21,87.12,2.22,0.17,INTERNET,2013,10
10-2013,FRUTAS IV GAMA,1.31,2.08,1.59,0.01,INTERNET,2013,10
10-2013,FRUTAS ECOLOGICAS,34.43,64.88,1.88,0.06,INTERNET,2013,10
11-2013,T.FRUTAS FRESCAS,790.27,1291.84,1.63,1.35,INTERNET,2013,11
11-2013,NARANJAS,152.7,186.56,1.22,0.11,INTERNET,2013,11
11-2013,MANDARINAS,89.27,138.05,1.55,0.38,INTERNET,2013,11
11-2013,LIMONES,31.37,46.01,1.47,0.14,INTERNET,2013,11
11-2013,PLATANOS,137.83,216.93,1.57,0.68,INTERNET,2013,11
11-2013,MANZANAS,136.44,213.46,1.56,0.61,INTERNET,2013,11
11-2013,PERAS,56.72,89.15,1.57,0.25,INTERNET,2013,11
11-2013,MELOCOTONES,3.8,7.18,1.89,0.02,INTERNET,2013,11
11-2013,ALBARICOQUES,0.0,0.0,0.0,0.0,INTERNET,2013,11
11-2013,FRESAS/FRESON,0.0,0.0,0.0,0.0,INTERNET,2013,11
11-2013,MELON,50.95,58.89,1.16,0.12,INTERNET,2013,11
11-2013,SANDIA,0.0,0.0,0.0,0.0,INTERNET,2013,11
11-2013,CIRUELAS,12.28,22.8,1.86,0.06,INTERNET,2013,11
11-2013,CEREZAS,3.94,19.3,0.49,0.05,INTERNET,2013,11
11-2013,UVAS,19.95,50.1,2.51,0.17,INTERNET,2013,11
11-2013,KIWI,17.56,50.15,2.86,0.09,INTERNET,2013,11
11-2013,AGUACATE,23.76,77.97,3.28,0.01,INTERNET,2013,11
11-2013,PIÑA,7.94,12.47,1.57,0.04,INTERNET,2013,11
11-2013,OTRAS FRUTAS FRESCAS,45.76,102.82,2.25,0.21,INTERNET,2013,11
11-2013,FRUTAS IV GAMA,13.85,24.5,1.77,0.05,INTERNET,2013,11
11-2013,FRUTAS ECOLOGICAS,109.19,175.54,1.61,0.07,INTERNET,2013,11
12-2013,T.FRUTAS FRESCAS,769.16,1165.81,1.52,0.94,INTERNET,2013,12
12-2013,NARANJAS,286.86,349.01,1.22,0.02,INTERNET,2013,12
12-2013,MANDARINAS,159.07,202.42,1.27,0.27,INTERNET,2013,12
12-2013,LIMONES,19.65,32.9,1.67,0.14,INTERNET,2013,12
12-2013,PLATANOS,43.43,77.14,1.78,0.27,INTERNET,2013,12
12-2013,MANZANAS,82.84,143.96,1.74,0.33,INTERNET,2013,12
12-2013,PERAS,52.64,82.94,1.58,0.18,INTERNET,2013,12
12-2013,MELOCOTONES,0.0,0.0,0.0,0.0,INTERNET,2013,12
12-2013,ALBARICOQUES,0.0,0.0,0.0,0.0,INTERNET,2013,12
12-2013,FRESAS/FRESON,0.0,0.0,0.0,0.0,INTERNET,2013,12
12-2013,MELON,10.4,14.61,1.41,0.06,INTERNET,2013,12
12-2013,SANDIA,0.0,0.0,0.0,0.0,INTERNET,2013,12
12-2013,CIRUELAS,0.0,0.0,0.0,0.0,INTERNET,2013,12
12-2013,CEREZAS,2.1,3.54,1.68,0.01,INTERNET,2013,12
12-2013,UVAS,6.36,25.34,3.98,0.08,INTERNET,2013,12
12-2013,KIWI,23.42,55.19,2.36,0.19,INTERNET,2013,12
12-2013,AGUACATE,8.97,32.77,3.65,0.08,INTERNET,2013,12
12-2013,PIÑA,22.82,26.09,1.14,0.09,INTERNET,2013,12
12-2013,OTRAS FRUTAS FRESCAS,50.6,119.9,2.37,0.25,INTERNET,2013,12
12-2013,FRUTAS IV GAMA,1.53,3.65,2.39,0.02,INTERNET,2013,12
12-2013,FRUTAS ECOLOGICAS,273.71,385.34,1.41,0.11,INTERNET,2013,12
01-2014,T.FRUTAS FRESCAS,899.96,1484.96,1.65,0.92,INTERNET,2014,1
01-2014,NARANJAS,409.1,638.75,1.56,0.24,INTERNET,2014,1
01-2014,MANDARINAS,129.38,169.52,1.31,0.47,INTERNET,2014,1
01-2014,LIMONES,23.47,41.99,1.79,0.17,INTERNET,2014,1
01-2014,PLATANOS,81.75,139.74,1.71,0.39,INTERNET,2014,1
01-2014,MANZANAS,65.19,110.76,0.17,0.33,INTERNET,2014,1
01-2014,PERAS,58.5,86.7,1.48,0.24,INTERNET,2014,1
01-2014,MELOCOTONES,0.0,0.0,0.0,0.0,INTERNET,2014,1
01-2014,ALBARICOQUES,0.0,0.0,0.0,0.0,INTERNET,2014,1
01-2014,FRESAS/FRESON,26.19,117.71,4.49,0.04,INTERNET,2014,1
01-2014,MELON,8.15,12.21,0.15,0.03,INTERNET,2014,1
01-2014,SANDIA,0.0,0.0,0.0,0.0,INTERNET,2014,1
01-2014,CIRUELAS,0.0,0.0,0.0,0.0,INTERNET,2014,1
01-2014,CEREZAS,0.0,0.0,0.0,0.0,INTERNET,2014,1
01-2014,UVAS,7.85,9.11,1.16,0.01,INTERNET,2014,1
01-2014,KIWI,18.54,34.48,1.86,0.11,INTERNET,2014,1
01-2014,AGUACATE,11.21,31.62,2.82,0.05,INTERNET,2014,1
01-2014,PIÑA,25.19,31.12,1.24,0.04,INTERNET,2014,1
01-2014,OTRAS FRUTAS FRESCAS,35.44,61.26,1.73,0.15,INTERNET,2014,1
01-2014,FRUTAS IV GAMA,5.75,11.31,1.97,0.03,INTERNET,2014,1
01-2014,FRUTAS ECOLOGICAS,191.98,319.42,1.66,0.08,INTERNET,2014,1
02-2014,T.FRUTAS FRESCAS,554.81,823.03,1.48,1.09,INTERNET,2014,2
02-2014,NARANJAS,247.73,263.9,1.07,0.25,INTERNET,2014,2
02-2014,MANDARINAS,66.78,106.54,0.16,0.24,INTERNET,2014,2
02-2014,LIMONES,6.39,10.66,1.67,0.01,INTERNET,2014,2
02-2014,PLATANOS,66.8,118.68,1.78,0.39,INTERNET,2014,2
02-2014,MANZANAS,42.17,76.09,0.18,0.03,INTERNET,2014,2
02-2014,PERAS,17.61,25.08,1.42,0.12,INTERNET,2014,2
02-2014,MELOCOTONES,0.0,0.0,0.0,0.0,INTERNET,2014,2
02-2014,ALBARICOQUES,0.0,0.0,0.0,0.0,INTERNET,2014,2
02-2014,FRESAS/FRESON,26.26,71.85,2.74,0.15,INTERNET,2014,2
02-2014,MELON,3.25,6.47,1.99,0.01,INTERNET,2014,2
02-2014,SANDIA,0.0,0.0,0.0,0.0,INTERNET,2014,2
02-2014,CIRUELAS,0.0,0.0,0.0,0.0,INTERNET,2014,2
02-2014,CEREZAS,0.0,0.0,0.0,0.0,INTERNET,2014,2
02-2014,UVAS,5.07,17.73,0.35,0.03,INTERNET,2014,2
02-2014,KIWI,15.31,34.75,2.27,0.11,INTERNET,2014,2
02-2014,AGUACATE,0.29,1.15,3.94,0.01,INTERNET,2014,2
02-2014,PIÑA,28.18,30.26,1.07,0.01,INTERNET,2014,2
02-2014,OTRAS FRUTAS FRESCAS,28.97,59.86,2.07,0.11,INTERNET,2014,2
02-2014,FRUTAS IV GAMA,4.73,9.2,1.95,0.04,INTERNET,2014,2
02-2014,FRUTAS ECOLOGICAS,134.35,166.68,1.24,0.08,INTERNET,2014,2
03-2014,T.FRUTAS FRESCAS,927.17,1426.51,1.54,1.31,INTERNET,2014,3
03-2014,NARANJAS,486.26,672.16,1.38,0.41,INTERNET,2014,3
03-2014,MANDARINAS,42.75,84.65,1.98,0.19,INTERNET,2014,3
03-2014,LIMONES,9.91,15.82,0.16,0.07,INTERNET,2014,3
03-2014,PLATANOS,112.45,155.6,1.38,0.58,INTERNET,2014,3
03-2014,MANZANAS,70.83,115.49,1.63,0.32,INTERNET,2014,3
03-2014,PERAS,31.96,34.22,1.07,0.02,INTERNET,2014,3
03-2014,MELOCOTONES,0.0,0.0,0.0,0.0,INTERNET,2014,3
03-2014,ALBARICOQUES,0.0,0.0,0.0,0.0,INTERNET,2014,3
03-2014,FRESAS/FRESON,97.45,199.2,2.04,0.54,INTERNET,2014,3
03-2014,MELON,6.6,8.58,0.13,0.01,INTERNET,2014,3
03-2014,SANDIA,0.0,0.0,0.0,0.0,INTERNET,2014,3
03-2014,CIRUELAS,0.0,0.0,0.0,0.0,INTERNET,2014,3
03-2014,CEREZAS,4.59,11.48,0.25,0.01,INTERNET,2014,3
03-2014,UVAS,0.0,0.0,0.0,0.0,INTERNET,2014,3
03-2014,KIWI,23.28,55.78,0.24,0.08,INTERNET,2014,3
03-2014,AGUACATE,4.82,6.21,1.29,0.02,INTERNET,2014,3
03-2014,PIÑA,7.36,11.6,1.58,0.05,INTERNET,2014,3
03-2014,OTRAS FRUTAS FRESCAS,28.92,55.72,1.93,0.12,INTERNET,2014,3
03-2014,FRUTAS IV GAMA,13.79,27.46,1.99,0.08,INTERNET,2014,3
03-2014,FRUTAS ECOLOGICAS,159.24,240.02,1.51,0.14,INTERNET,2014,3
04-2014,T.FRUTAS FRESCAS,1248.97,1578.47,1.26,2.37,INTERNET,2014,4
04-2014,NARANJAS,437.13,323.7,0.74,0.08,INTERNET,2014,4
04-2014,MANDARINAS,58.12,91.97,1.58,0.33,INTERNET,2014,4
04-2014,LIMONES,35.83,50.74,1.42,0.24,INTERNET,2014,4
04-2014,PLATANOS,229.53,323.6,1.41,1.16,INTERNET,2014,4
04-2014,MANZANAS,183.24,239.54,1.31,0.76,INTERNET,2014,4
04-2014,PERAS,84.7,121.19,1.43,0.46,INTERNET,2014,4
04-2014,MELOCOTONES,0.0,0.0,0.0,0.0,INTERNET,2014,4
04-2014,ALBARICOQUES,0.0,0.0,0.0,0.0,INTERNET,2014,4
04-2014,FRESAS/FRESON,99.08,176.96,1.79,0.54,INTERNET,2014,4
04-2014,MELON,22.2,34.99,1.58,0.07,INTERNET,2014,4
04-2014,SANDIA,20.81,31.53,1.52,0.01,INTERNET,2014,4
04-2014,CIRUELAS,0.0,0.0,0.0,0.0,INTERNET,2014,4
04-2014,CEREZAS,0.0,0.0,0.0,0.0,INTERNET,2014,4
04-2014,UVAS,12.66,45.62,0.36,0.11,INTERNET,2014,4
04-2014,KIWI,25.18,60.54,0.24,0.24,INTERNET,2014,4
04-2014,AGUACATE,5.65,21.94,3.88,0.07,INTERNET,2014,4
04-2014,PIÑA,4.19,7.61,1.81,0.04,INTERNET,2014,4
04-2014,OTRAS FRUTAS FRESCAS,30.65,48.54,1.58,0.13,INTERNET,2014,4
04-2014,FRUTAS IV GAMA,14.37,19.98,1.39,0.06,INTERNET,2014,4
04-2014,FRUTAS ECOLOGICAS,160.05,136.39,0.85,0.19,INTERNET,2014,4
05-2014,T.FRUTAS FRESCAS,1642.61,2193.52,1.34,2.57,INTERNET,2014,5
05-2014,NARANJAS,331.53,242.23,0.73,0.64,INTERNET,2014,5
05-2014,MANDARINAS,0.0,0.0,0.0,0.0,INTERNET,2014,5
05-2014,LIMONES,32.23,50.59,1.57,0.22,INTERNET,2014,5
05-2014,PLATANOS,338.8,391.63,1.16,1.54,INTERNET,2014,5
