Fecha,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Canal_Venta,Año,Mes
05-2013,CALABACINES,45.11,64.84,1.44,0.27,INTERNET,2013,5
05-2013,OTR.HORTALIZAS/VERD.,83.93,276.43,3.29,0.48,INTERNET,2013,5
05-2013,VERD./HORT. IV GAMA,34.63,204.25,0.59,0.37,INTERNET,2013,5
05-2013,VERD./HORT. ECOLOGIC,9.62,24.12,2.51,0.06,INTERNET,2013,5
06-2013,TOTAL PATATAS,304.29,345.41,1.14,0.47,INTERNET,2013,6
06-2013,PATATAS FRESCAS,89.33,93.61,1.05,0.12,INTERNET,2013,6
06-2013,PATATAS CONGELADAS,34.29,35.55,1.04,0.08,INTERNET,2013,6
06-2013,PATATAS PROCESADAS,36.13,216.26,5.98,0.34,INTERNET,2013,6
06-2013,T.HORTALIZAS FRESCAS,338.16,708.16,2.09,1.19,INTERNET,2013,6
06-2013,TOMATES,52.86,83.2,1.57,0.28,INTERNET,2013,6
06-2013,CEBOLLAS,55.36,63.22,1.14,0.33,INTERNET,2013,6
06-2013,AJOS,5.25,28.04,5.34,0.12,INTERNET,2013,6
06-2013,COLES,0.0,0.0,0.0,0.0,INTERNET,2013,6
06-2013,PEPINOS,15.94,20.88,1.31,0.15,INTERNET,2013,6
06-2013,JUDIAS VERDES,7.6,20.17,2.65,0.07,INTERNET,2013,6
06-2013,PIMIENTOS,25.02,53.16,2.12,0.18,INTERNET,2013,6
06-2013,CHAMPIÑONES+O.SETAS,14.95,75.19,5.03,0.18,INTERNET,2013,6
06-2013,LECHUGA/ESC./ENDIVIA,40.42,90.38,2.24,0.39,INTERNET,2013,6
06-2013,ESPARRAGOS,1.79,6.66,3.72,0.03,INTERNET,2013,6
06-2013,VERDURAS DE HOJA,3.79,14.74,3.89,0.06,INTERNET,2013,6
06-2013,BERENJENAS,2.08,2.69,0.13,0.03,INTERNET,2013,6
06-2013,ZANAHORIAS,35.86,29.56,0.82,0.14,INTERNET,2013,6
06-2013,CALABACINES,21.34,23.92,1.12,0.12,INTERNET,2013,6
06-2013,OTR.HORTALIZAS/VERD.,55.89,196.36,3.51,0.54,INTERNET,2013,6
06-2013,VERD./HORT. IV GAMA,37.89,157.21,4.15,0.35,INTERNET,2013,6
06-2013,VERD./HORT. ECOLOGIC,4.19,5.06,1.21,0.02,INTERNET,2013,6
07-2013,TOTAL PATATAS,438.32,484.81,1.11,0.54,INTERNET,2013,7
07-2013,PATATAS FRESCAS,171.78,208.3,1.21,0.17,INTERNET,2013,7
07-2013,PATATAS CONGELADAS,48.95,54.33,1.11,0.17,INTERNET,2013,7
07-2013,PATATAS PROCESADAS,43.52,222.18,5.11,0.36,INTERNET,2013,7
07-2013,T.HORTALIZAS FRESCAS,361.98,693.87,1.92,1.17,INTERNET,2013,7
07-2013,TOMATES,76.93,107.27,1.39,0.49,INTERNET,2013,7
07-2013,CEBOLLAS,62.36,80.83,0.13,0.23,INTERNET,2013,7
07-2013,AJOS,2.54,13.61,5.37,0.06,INTERNET,2013,7
07-2013,COLES,19.6,34.61,1.77,0.09,INTERNET,2013,7
07-2013,PEPINOS,16.71,17.6,1.05,0.19,INTERNET,2013,7
07-2013,JUDIAS VERDES,13.24,40.95,3.09,0.01,INTERNET,2013,7
07-2013,PIMIENTOS,60.45,132.62,2.19,0.52,INTERNET,2013,7
07-2013,CHAMPIÑONES+O.SETAS,11.3,35.44,3.14,0.08,INTERNET,2013,7
07-2013,LECHUGA/ESC./ENDIVIA,20.83,51.47,2.47,0.16,INTERNET,2013,7
07-2013,ESPARRAGOS,0.0,0.0,0.0,0.0,INTERNET,2013,7
07-2013,VERDURAS DE HOJA,2.73,14.98,5.48,0.07,INTERNET,2013,7
07-2013,BERENJENAS,4.1,5.73,0.14,0.01,INTERNET,2013,7
07-2013,ZANAHORIAS,25.54,19.36,0.76,0.16,INTERNET,2013,7
07-2013,CALABACINES,17.49,23.56,1.35,0.15,INTERNET,2013,7
07-2013,OTR.HORTALIZAS/VERD.,28.17,115.82,4.11,0.25,INTERNET,2013,7
07-2013,VERD./HORT. IV GAMA,23.14,125.48,5.42,0.25,INTERNET,2013,7
07-2013,VERD./HORT. ECOLOGIC,1.01,1.94,1.92,0.01,INTERNET,2013,7
08-2013,TOTAL PATATAS,777.98,831.23,1.07,0.89,INTERNET,2013,8
08-2013,PATATAS FRESCAS,339.17,403.22,1.19,0.48,INTERNET,2013,8
08-2013,PATATAS CONGELADAS,21.7,23.21,1.07,0.07,INTERNET,2013,8
08-2013,PATATAS PROCESADAS,83.42,404.8,4.85,0.59,INTERNET,2013,8
08-2013,T.HORTALIZAS FRESCAS,420.46,818.87,1.95,1.24,INTERNET,2013,8
08-2013,TOMATES,107.77,165.68,1.54,0.68,INTERNET,2013,8
08-2013,CEBOLLAS,47.09,55.44,1.18,0.25,INTERNET,2013,8
08-2013,AJOS,11.91,59.25,4.97,0.17,INTERNET,2013,8
08-2013,COLES,14.13,13.96,0.99,0.08,INTERNET,2013,8
08-2013,PEPINOS,31.14,30.08,0.97,0.22,INTERNET,2013,8
08-2013,JUDIAS VERDES,14.52,35.44,2.44,0.13,INTERNET,2013,8
08-2013,PIMIENTOS,25.4,48.97,1.93,0.26,INTERNET,2013,8
08-2013,CHAMPIÑONES+O.SETAS,21.33,84.55,3.96,0.27,INTERNET,2013,8
08-2013,LECHUGA/ESC./ENDIVIA,18.36,58.05,3.16,0.19,INTERNET,2013,8
08-2013,ESPARRAGOS,0.0,0.0,0.0,0.0,INTERNET,2013,8
08-2013,VERDURAS DE HOJA,4.96,14.73,2.97,0.08,INTERNET,2013,8
08-2013,BERENJENAS,2.86,3.66,1.28,0.03,INTERNET,2013,8
08-2013,ZANAHORIAS,34.1,25.4,0.74,0.29,INTERNET,2013,8
08-2013,CALABACINES,39.25,63.49,1.62,0.22,INTERNET,2013,8
08-2013,OTR.HORTALIZAS/VERD.,47.62,160.16,3.36,0.51,INTERNET,2013,8
08-2013,VERD./HORT. IV GAMA,38.12,157.6,4.13,0.54,INTERNET,2013,8
08-2013,VERD./HORT. ECOLOGIC,13.49,44.04,3.26,0.22,INTERNET,2013,8
09-2013,TOTAL PATATAS,395.07,394.34,0.01,0.59,INTERNET,2013,9
09-2013,PATATAS FRESCAS,185.57,158.99,0.86,0.31,INTERNET,2013,9
09-2013,PATATAS CONGELADAS,22.96,29.42,1.28,0.08,INTERNET,2013,9
09-2013,PATATAS PROCESADAS,37.31,205.93,5.52,0.37,INTERNET,2013,9
09-2013,T.HORTALIZAS FRESCAS,346.2,648.97,1.87,1.03,INTERNET,2013,9
09-2013,TOMATES,35.65,61.38,1.72,0.22,INTERNET,2013,9
09-2013,CEBOLLAS,54.84,58.19,1.06,0.23,INTERNET,2013,9
09-2013,AJOS,5.23,25.72,4.92,0.11,INTERNET,2013,9
09-2013,COLES,0.0,0.0,0.0,0.0,INTERNET,2013,9
09-2013,PEPINOS,34.65,35.46,1.02,0.24,INTERNET,2013,9
09-2013,JUDIAS VERDES,2.32,7.63,3.28,0.05,INTERNET,2013,9
09-2013,PIMIENTOS,53.8,101.13,1.88,0.03,INTERNET,2013,9
09-2013,CHAMPIÑONES+O.SETAS,9.86,48.16,4.88,0.02,INTERNET,2013,9
09-2013,LECHUGA/ESC./ENDIVIA,16.59,43.29,2.61,0.12,INTERNET,2013,9
09-2013,ESPARRAGOS,0.0,0.0,0.0,0.0,INTERNET,2013,9
09-2013,VERDURAS DE HOJA,4.08,28.22,6.92,0.09,INTERNET,2013,9
09-2013,BERENJENAS,0.0,0.0,0.0,0.0,INTERNET,2013,9
09-2013,ZANAHORIAS,26.0,18.06,0.69,0.11,INTERNET,2013,9
09-2013,CALABACINES,42.62,47.43,1.11,0.17,INTERNET,2013,9
09-2013,OTR.HORTALIZAS/VERD.,60.55,174.31,2.88,0.32,INTERNET,2013,9
09-2013,VERD./HORT. IV GAMA,31.98,155.67,4.87,0.33,INTERNET,2013,9
09-2013,VERD./HORT. ECOLOGIC,13.11,23.08,1.76,0.05,INTERNET,2013,9
10-2013,TOTAL PATATAS,669.77,592.72,0.88,0.72,INTERNET,2013,10
10-2013,PATATAS FRESCAS,239.65,216.7,0.09,0.27,INTERNET,2013,10
10-2013,PATATAS CONGELADAS,11.02,12.12,0.11,0.02,INTERNET,2013,10
10-2013,PATATAS PROCESADAS,83.82,363.9,4.34,0.54,INTERNET,2013,10
10-2013,T.HORTALIZAS FRESCAS,583.49,1188.57,2.04,1.22,INTERNET,2013,10
10-2013,TOMATES,70.53,117.59,1.67,0.37,INTERNET,2013,10
10-2013,CEBOLLAS,85.57,97.82,1.14,0.39,INTERNET,2013,10
10-2013,AJOS,3.67,18.28,4.98,0.06,INTERNET,2013,10
10-2013,COLES,21.49,31.11,1.45,0.06,INTERNET,2013,10
10-2013,PEPINOS,31.78,37.21,1.17,0.26,INTERNET,2013,10
10-2013,JUDIAS VERDES,8.85,22.32,2.52,0.08,INTERNET,2013,10
10-2013,PIMIENTOS,65.08,119.37,1.83,0.35,INTERNET,2013,10
10-2013,CHAMPIÑONES+O.SETAS,26.85,147.45,5.49,0.25,INTERNET,2013,10
10-2013,LECHUGA/ESC./ENDIVIA,51.6,137.77,2.67,0.04,INTERNET,2013,10
10-2013,ESPARRAGOS,4.15,22.54,5.43,0.04,INTERNET,2013,10
10-2013,VERDURAS DE HOJA,2.53,21.91,8.68,0.05,INTERNET,2013,10
10-2013,BERENJENAS,11.31,12.83,1.13,0.07,INTERNET,2013,10
10-2013,ZANAHORIAS,33.04,41.34,1.25,0.19,INTERNET,2013,10
10-2013,CALABACINES,43.41,45.21,1.04,0.17,INTERNET,2013,10
10-2013,OTR.HORTALIZAS/VERD.,123.63,315.81,2.55,0.56,INTERNET,2013,10
10-2013,VERD./HORT. IV GAMA,51.97,212.43,4.09,0.31,INTERNET,2013,10
10-2013,VERD./HORT. ECOLOGIC,46.15,125.65,2.72,0.04,INTERNET,2013,10
11-2013,TOTAL PATATAS,664.06,655.32,0.99,0.79,INTERNET,2013,11
11-2013,PATATAS FRESCAS,305.08,285.15,0.93,0.37,INTERNET,2013,11
11-2013,PATATAS CONGELADAS,40.92,51.29,1.25,0.17,INTERNET,2013,11
11-2013,PATATAS PROCESADAS,63.61,318.89,5.01,0.05,INTERNET,2013,11
11-2013,T.HORTALIZAS FRESCAS,643.68,1100.91,1.71,1.41,INTERNET,2013,11
11-2013,TOMATES,109.0,157.52,1.45,0.44,INTERNET,2013,11
11-2013,CEBOLLAS,110.2,114.05,1.03,0.43,INTERNET,2013,11
11-2013,AJOS,27.69,70.5,2.55,0.25,INTERNET,2013,11
11-2013,COLES,15.27,15.28,0.01,0.08,INTERNET,2013,11
11-2013,PEPINOS,11.79,17.02,1.44,0.09,INTERNET,2013,11
11-2013,JUDIAS VERDES,10.11,35.25,3.49,0.12,INTERNET,2013,11
11-2013,PIMIENTOS,42.16,76.74,1.82,0.34,INTERNET,2013,11
11-2013,CHAMPIÑONES+O.SETAS,24.68,102.13,4.14,0.45,INTERNET,2013,11
11-2013,LECHUGA/ESC./ENDIVIA,24.85,70.35,2.83,0.25,INTERNET,2013,11
11-2013,ESPARRAGOS,0.0,0.0,0.0,0.0,INTERNET,2013,11
11-2013,VERDURAS DE HOJA,7.84,16.63,2.12,0.08,INTERNET,2013,11
11-2013,BERENJENAS,14.18,22.07,1.56,0.16,INTERNET,2013,11
11-2013,ZANAHORIAS,68.75,66.64,0.97,0.32,INTERNET,2013,11
11-2013,CALABACINES,35.83,57.67,1.61,0.26,INTERNET,2013,11
11-2013,OTR.HORTALIZAS/VERD.,141.32,279.07,1.97,0.66,INTERNET,2013,11
11-2013,VERD./HORT. IV GAMA,125.72,230.15,1.83,0.45,INTERNET,2013,11
11-2013,VERD./HORT. ECOLOGIC,100.8,142.37,1.41,0.33,INTERNET,2013,11
12-2013,TOTAL PATATAS,419.06,466.35,1.11,0.62,INTERNET,2013,12
12-2013,PATATAS FRESCAS,177.95,174.54,0.98,0.23,INTERNET,2013,12
12-2013,PATATAS CONGELADAS,23.09,24.94,1.08,0.07,INTERNET,2013,12
12-2013,PATATAS PROCESADAS,43.6,266.87,6.12,0.41,INTERNET,2013,12
12-2013,T.HORTALIZAS FRESCAS,355.35,842.96,2.37,1.19,INTERNET,2013,12
12-2013,TOMATES,45.86,91.05,1.99,0.36,INTERNET,2013,12
12-2013,CEBOLLAS,68.52,68.57,0.01,0.26,INTERNET,2013,12
12-2013,AJOS,10.92,58.36,5.34,0.17,INTERNET,2013,12
12-2013,COLES,11.21,7.04,0.63,0.03,INTERNET,2013,12
12-2013,PEPINOS,2.44,4.54,1.86,0.02,INTERNET,2013,12
12-2013,JUDIAS VERDES,0.0,0.0,0.0,0.0,INTERNET,2013,12
12-2013,PIMIENTOS,10.49,19.69,1.88,0.11,INTERNET,2013,12
12-2013,CHAMPIÑONES+O.SETAS,24.26,127.88,5.27,0.31,INTERNET,2013,12
12-2013,LECHUGA/ESC./ENDIVIA,27.0,81.57,3.02,0.36,INTERNET,2013,12
12-2013,ESPARRAGOS,0.98,6.84,6.99,0.02,INTERNET,2013,12
12-2013,VERDURAS DE HOJA,2.32,9.18,3.95,0.02,INTERNET,2013,12
12-2013,BERENJENAS,13.19,25.35,1.92,0.05,INTERNET,2013,12
12-2013,ZANAHORIAS,29.12,24.35,0.84,0.17,INTERNET,2013,12
12-2013,CALABACINES,20.83,41.46,1.99,0.01,INTERNET,2013,12
12-2013,OTR.HORTALIZAS/VERD.,88.2,277.08,3.14,0.32,INTERNET,2013,12
12-2013,VERD./HORT. IV GAMA,19.17,83.24,4.34,0.21,INTERNET,2013,12
12-2013,VERD./HORT. ECOLOGIC,54.09,173.36,0.32,0.01,INTERNET,2013,12
01-2014,TOTAL PATATAS,622.53,553.61,0.89,0.62,INTERNET,2014,1
01-2014,PATATAS FRESCAS,288.11,261.29,0.91,0.38,INTERNET,2014,1
01-2014,PATATAS CONGELADAS,26.17,27.64,1.06,0.04,INTERNET,2014,1
01-2014,PATATAS PROCESADAS,61.65,264.68,4.29,0.39,INTERNET,2014,1
01-2014,T.HORTALIZAS FRESCAS,451.34,840.18,1.86,1.03,INTERNET,2014,1
01-2014,TOMATES,53.06,93.6,1.76,0.34,INTERNET,2014,1
01-2014,CEBOLLAS,92.91,74.65,0.08,0.27,INTERNET,2014,1
01-2014,AJOS,4.06,19.41,4.79,0.11,INTERNET,2014,1
01-2014,COLES,3.49,4.55,0.13,0.02,INTERNET,2014,1
01-2014,PEPINOS,2.29,3.42,1.49,0.04,INTERNET,2014,1
01-2014,JUDIAS VERDES,5.63,17.9,3.18,0.05,INTERNET,2014,1
01-2014,PIMIENTOS,24.31,45.78,1.88,0.24,INTERNET,2014,1
01-2014,CHAMPIÑONES+O.SETAS,7.28,44.46,0.61,0.12,INTERNET,2014,1
01-2014,LECHUGA/ESC./ENDIVIA,12.13,44.36,3.66,0.15,INTERNET,2014,1
01-2014,ESPARRAGOS,0.0,0.0,0.0,0.0,INTERNET,2014,1
01-2014,VERDURAS DE HOJA,7.45,24.25,3.26,0.08,INTERNET,2014,1
01-2014,BERENJENAS,1.02,2.31,2.25,0.02,INTERNET,2014,1
01-2014,ZANAHORIAS,17.65,19.11,1.08,0.12,INTERNET,2014,1
01-2014,CALABACINES,8.76,21.6,2.47,0.08,INTERNET,2014,1
01-2014,OTR.HORTALIZAS/VERD.,211.3,424.78,2.01,0.72,INTERNET,2014,1
01-2014,VERD./HORT. IV GAMA,30.19,151.98,5.03,0.36,INTERNET,2014,1
01-2014,VERD./HORT. ECOLOGIC,72.37,112.11,1.55,0.12,INTERNET,2014,1
02-2014,TOTAL PATATAS,556.09,479.51,0.86,0.65,INTERNET,2014,2
02-2014,PATATAS FRESCAS,305.16,224.76,0.74,0.03,INTERNET,2014,2
02-2014,PATATAS CONGELADAS,8.68,9.14,1.05,0.03,INTERNET,2014,2
02-2014,PATATAS PROCESADAS,48.45,245.61,5.07,0.42,INTERNET,2014,2
02-2014,T.HORTALIZAS FRESCAS,356.68,698.91,1.96,0.92,INTERNET,2014,2
02-2014,TOMATES,41.62,81.77,1.96,0.22,INTERNET,2014,2
02-2014,CEBOLLAS,75.75,91.62,1.21,0.03,INTERNET,2014,2
02-2014,AJOS,8.76,41.97,4.79,0.17,INTERNET,2014,2
02-2014,COLES,9.1,6.22,0.68,0.08,INTERNET,2014,2
02-2014,PEPINOS,4.26,6.86,1.61,0.06,INTERNET,2014,2
02-2014,JUDIAS VERDES,11.18,40.95,3.66,0.17,INTERNET,2014,2
02-2014,PIMIENTOS,41.82,82.93,1.98,0.27,INTERNET,2014,2
02-2014,CHAMPIÑONES+O.SETAS,4.04,13.31,3.29,0.05,INTERNET,2014,2
02-2014,LECHUGA/ESC./ENDIVIA,18.35,59.89,3.26,0.13,INTERNET,2014,2
02-2014,ESPARRAGOS,1.32,4.73,3.58,0.02,INTERNET,2014,2
02-2014,VERDURAS DE HOJA,8.77,19.86,2.26,0.08,INTERNET,2014,2
02-2014,BERENJENAS,1.26,2.4,0.19,0.03,INTERNET,2014,2
02-2014,ZANAHORIAS,28.75,24.96,0.87,0.18,INTERNET,2014,2
02-2014,CALABACINES,18.3,29.21,0.16,0.11,INTERNET,2014,2
02-2014,OTR.HORTALIZAS/VERD.,83.38,192.23,2.31,0.46,INTERNET,2014,2
02-2014,VERD./HORT. IV GAMA,32.62,110.05,3.37,0.31,INTERNET,2014,2
02-2014,VERD./HORT. ECOLOGIC,6.68,8.46,1.27,0.02,INTERNET,2014,2
03-2014,TOTAL PATATAS,780.93,722.2,0.92,0.89,INTERNET,2014,3
03-2014,PATATAS FRESCAS,386.83,339.16,0.88,0.52,INTERNET,2014,3
03-2014,PATATAS CONGELADAS,23.32,22.72,0.97,0.07,INTERNET,2014,3
03-2014,PATATAS PROCESADAS,74.16,360.32,4.86,0.05,INTERNET,2014,3
03-2014,T.HORTALIZAS FRESCAS,561.06,1150.59,2.05,1.41,INTERNET,2014,3
03-2014,TOMATES,77.93,159.72,2.05,0.52,INTERNET,2014,3
03-2014,CEBOLLAS,97.66,113.5,1.16,0.42,INTERNET,2014,3
03-2014,AJOS,5.7,28.42,4.98,0.12,INTERNET,2014,3
03-2014,COLES,0.0,0.0,0.0,0.0,INTERNET,2014,3
03-2014,PEPINOS,10.21,12.76,1.25,0.01,INTERNET,2014,3
03-2014,JUDIAS VERDES,44.22,152.03,3.44,0.35,INTERNET,2014,3
