Fecha,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Canal_Venta,Año,Mes
03-2013,AJOS,1146.05,5025.69,4.39,18.33,SUPERMERCADO,2013,3
03-2013,COLES,2520.59,2677.13,1.06,9.81,SUPERMERCADO,2013,3
03-2013,PEPINOS,2356.41,3761.96,0.16,14.13,SUPERMERCADO,2013,3
03-2013,JUDIAS VERDES,2577.47,6791.06,2.63,1.68,SUPERMERCADO,2013,3
03-2013,PIMIENTOS,5903.08,12097.44,2.05,36.13,SUPERMERCADO,2013,3
03-2013,CHAMPIÑONES+O.SETAS,2542.74,8984.59,3.53,21.44,SUPERMERCADO,2013,3
03-2013,LECHUGA/ESC./ENDIVIA,5857.11,13773.34,2.35,33.94,SUPERMERCADO,2013,3
03-2013,ESPARRAGOS,387.61,1376.01,3.55,2.67,SUPERMERCADO,2013,3
03-2013,VERDURAS DE HOJA,1190.92,3562.6,2.99,1.16,SUPERMERCADO,2013,3
03-2013,BERENJENAS,1509.8,2900.06,1.92,11.79,SUPERMERCADO,2013,3
03-2013,ZANAHORIAS,6917.92,5306.33,0.77,31.73,SUPERMERCADO,2013,3
03-2013,CALABACINES,5836.91,7704.39,1.32,26.67,SUPERMERCADO,2013,3
03-2013,OTR.HORTALIZAS/VERD.,17224.09,36355.78,2.11,55.75,SUPERMERCADO,2013,3
03-2013,VERD./HORT. IV GAMA,6087.27,20478.62,3.36,36.66,SUPERMERCADO,2013,3
03-2013,VERD./HORT. ECOLOGIC,3306.7,5227.66,1.58,8.39,SUPERMERCADO,2013,3
04-2013,TOTAL PATATAS,52553.02,46707.0,0.89,58.64,SUPERMERCADO,2013,4
04-2013,PATATAS FRESCAS,30703.73,24691.42,0.08,35.23,SUPERMERCADO,2013,4
04-2013,PATATAS CONGELADAS,3200.92,3796.92,1.19,1.06,SUPERMERCADO,2013,4
04-2013,PATATAS PROCESADAS,3729.67,18218.66,4.88,3.87,SUPERMERCADO,2013,4
04-2013,T.HORTALIZAS FRESCAS,95646.11,166094.44,1.74,85.74,SUPERMERCADO,2013,4
04-2013,TOMATES,20263.41,32254.68,1.59,56.17,SUPERMERCADO,2013,4
04-2013,CEBOLLAS,11876.91,11978.96,1.01,3.89,SUPERMERCADO,2013,4
04-2013,AJOS,1030.23,4742.35,0.46,17.81,SUPERMERCADO,2013,4
04-2013,COLES,2227.79,2477.93,1.11,9.18,SUPERMERCADO,2013,4
04-2013,PEPINOS,3896.72,4841.53,1.24,19.12,SUPERMERCADO,2013,4
04-2013,JUDIAS VERDES,3424.9,7823.36,2.28,19.39,SUPERMERCADO,2013,4
04-2013,PIMIENTOS,6838.61,14977.24,2.19,39.55,SUPERMERCADO,2013,4
04-2013,CHAMPIÑONES+O.SETAS,2718.39,9306.49,3.42,23.21,SUPERMERCADO,2013,4
04-2013,LECHUGA/ESC./ENDIVIA,6456.62,14891.57,2.31,35.42,SUPERMERCADO,2013,4
04-2013,ESPARRAGOS,1049.18,2964.05,2.83,7.56,SUPERMERCADO,2013,4
04-2013,VERDURAS DE HOJA,1102.69,3479.24,3.16,10.11,SUPERMERCADO,2013,4
04-2013,BERENJENAS,1860.72,2567.24,1.38,13.14,SUPERMERCADO,2013,4
04-2013,ZANAHORIAS,7531.68,6006.66,0.08,33.91,SUPERMERCADO,2013,4
04-2013,CALABACINES,6887.66,8355.15,1.21,29.15,SUPERMERCADO,2013,4
04-2013,OTR.HORTALIZAS/VERD.,18480.59,39427.98,2.13,58.03,SUPERMERCADO,2013,4
04-2013,VERD./HORT. IV GAMA,7280.79,23734.2,3.26,37.87,SUPERMERCADO,2013,4
04-2013,VERD./HORT. ECOLOGIC,3190.17,5531.53,1.73,9.41,SUPERMERCADO,2013,4
05-2013,TOTAL PATATAS,50649.89,47733.12,0.94,57.99,SUPERMERCADO,2013,5
05-2013,PATATAS FRESCAS,29393.6,26681.16,0.91,3.43,SUPERMERCADO,2013,5
05-2013,PATATAS CONGELADAS,3100.13,3626.03,1.17,1.01,SUPERMERCADO,2013,5
05-2013,PATATAS PROCESADAS,3631.23,17425.93,0.48,37.34,SUPERMERCADO,2013,5
05-2013,T.HORTALIZAS FRESCAS,91519.79,160336.38,1.75,84.69,SUPERMERCADO,2013,5
05-2013,TOMATES,21700.0,32555.73,0.15,5.68,SUPERMERCADO,2013,5
05-2013,CEBOLLAS,10902.47,11521.5,1.06,37.14,SUPERMERCADO,2013,5
05-2013,AJOS,1020.73,4730.67,4.63,17.75,SUPERMERCADO,2013,5
05-2013,COLES,1891.74,2138.51,1.13,7.02,SUPERMERCADO,2013,5
05-2013,PEPINOS,4511.23,5685.69,1.26,22.58,SUPERMERCADO,2013,5
05-2013,JUDIAS VERDES,2468.74,7017.29,2.84,15.52,SUPERMERCADO,2013,5
05-2013,PIMIENTOS,7614.4,14265.76,1.87,40.83,SUPERMERCADO,2013,5
05-2013,CHAMPIÑONES+O.SETAS,2522.1,9310.28,3.69,22.97,SUPERMERCADO,2013,5
05-2013,LECHUGA/ESC./ENDIVIA,6492.24,15833.63,2.44,35.39,SUPERMERCADO,2013,5
05-2013,ESPARRAGOS,1483.44,3429.39,2.31,8.31,SUPERMERCADO,2013,5
05-2013,VERDURAS DE HOJA,961.43,3066.78,3.19,0.94,SUPERMERCADO,2013,5
05-2013,BERENJENAS,2255.79,2958.47,1.31,14.67,SUPERMERCADO,2013,5
05-2013,ZANAHORIAS,7314.21,5863.5,0.08,34.06,SUPERMERCADO,2013,5
05-2013,CALABACINES,6160.92,7752.05,1.26,27.06,SUPERMERCADO,2013,5
05-2013,OTR.HORTALIZAS/VERD.,14220.35,34207.13,2.41,53.86,SUPERMERCADO,2013,5
05-2013,VERD./HORT. IV GAMA,6637.12,22580.09,0.34,37.97,SUPERMERCADO,2013,5
05-2013,VERD./HORT. ECOLOGIC,3176.23,5293.95,1.67,8.35,SUPERMERCADO,2013,5
06-2013,TOTAL PATATAS,47696.21,49112.38,1.03,56.07,SUPERMERCADO,2013,6
06-2013,PATATAS FRESCAS,26975.95,27901.41,1.03,31.87,SUPERMERCADO,2013,6
06-2013,PATATAS CONGELADAS,3032.71,3494.71,1.15,9.58,SUPERMERCADO,2013,6
06-2013,PATATAS PROCESADAS,3537.51,17716.26,5.01,37.01,SUPERMERCADO,2013,6
06-2013,T.HORTALIZAS FRESCAS,88838.23,147385.7,1.66,8.46,SUPERMERCADO,2013,6
06-2013,TOMATES,23493.71,30717.4,1.31,57.16,SUPERMERCADO,2013,6
06-2013,CEBOLLAS,10565.52,10909.06,1.03,36.14,SUPERMERCADO,2013,6
06-2013,AJOS,946.66,4427.2,4.68,17.75,SUPERMERCADO,2013,6
06-2013,COLES,1523.92,1788.07,1.17,5.78,SUPERMERCADO,2013,6
06-2013,PEPINOS,5701.08,6213.8,1.09,28.76,SUPERMERCADO,2013,6
06-2013,JUDIAS VERDES,2849.28,7659.18,2.69,16.22,SUPERMERCADO,2013,6
06-2013,PIMIENTOS,7179.55,12707.72,1.77,4.18,SUPERMERCADO,2013,6
06-2013,CHAMPIÑONES+O.SETAS,2258.65,7963.14,3.53,20.16,SUPERMERCADO,2013,6
06-2013,LECHUGA/ESC./ENDIVIA,6636.48,15423.54,2.32,35.46,SUPERMERCADO,2013,6
06-2013,ESPARRAGOS,620.3,1910.75,3.08,4.69,SUPERMERCADO,2013,6
06-2013,VERDURAS DE HOJA,986.76,3181.7,3.22,9.08,SUPERMERCADO,2013,6
06-2013,BERENJENAS,2341.06,2863.55,1.22,14.11,SUPERMERCADO,2013,6
06-2013,ZANAHORIAS,6256.52,5027.96,0.08,31.73,SUPERMERCADO,2013,6
06-2013,CALABACINES,6033.9,7224.75,0.12,0.27,SUPERMERCADO,2013,6
06-2013,OTR.HORTALIZAS/VERD.,11444.84,29367.88,2.57,48.72,SUPERMERCADO,2013,6
06-2013,VERD./HORT. IV GAMA,5899.52,20899.53,3.54,34.78,SUPERMERCADO,2013,6
06-2013,VERD./HORT. ECOLOGIC,3114.63,5024.53,1.61,9.25,SUPERMERCADO,2013,6
07-2013,TOTAL PATATAS,44018.62,47340.92,1.08,54.81,SUPERMERCADO,2013,7
07-2013,PATATAS FRESCAS,24257.89,26746.34,0.11,30.19,SUPERMERCADO,2013,7
07-2013,PATATAS CONGELADAS,2657.17,3027.08,1.14,9.22,SUPERMERCADO,2013,7
07-2013,PATATAS PROCESADAS,3420.71,17567.5,5.14,37.05,SUPERMERCADO,2013,7
07-2013,T.HORTALIZAS FRESCAS,82469.07,134344.45,1.63,82.74,SUPERMERCADO,2013,7
07-2013,TOMATES,24105.93,30741.27,1.28,58.14,SUPERMERCADO,2013,7
07-2013,CEBOLLAS,9707.47,9910.42,1.02,34.81,SUPERMERCADO,2013,7
07-2013,AJOS,862.17,3825.0,4.44,14.55,SUPERMERCADO,2013,7
07-2013,COLES,1067.24,1210.27,1.13,0.46,SUPERMERCADO,2013,7
07-2013,PEPINOS,6257.47,7008.78,1.12,29.92,SUPERMERCADO,2013,7
07-2013,JUDIAS VERDES,2197.29,5876.09,2.67,1.55,SUPERMERCADO,2013,7
07-2013,PIMIENTOS,6917.34,12594.73,1.82,42.44,SUPERMERCADO,2013,7
07-2013,CHAMPIÑONES+O.SETAS,1859.2,6954.36,3.74,19.16,SUPERMERCADO,2013,7
07-2013,LECHUGA/ESC./ENDIVIA,5951.74,14154.23,2.38,34.17,SUPERMERCADO,2013,7
07-2013,ESPARRAGOS,158.15,544.59,3.44,1.28,SUPERMERCADO,2013,7
07-2013,VERDURAS DE HOJA,664.21,2544.88,3.83,8.39,SUPERMERCADO,2013,7
07-2013,BERENJENAS,1959.11,2390.7,1.22,14.18,SUPERMERCADO,2013,7
07-2013,ZANAHORIAS,6168.51,4964.83,0.08,29.49,SUPERMERCADO,2013,7
07-2013,CALABACINES,4929.55,5533.52,1.12,23.27,SUPERMERCADO,2013,7
07-2013,OTR.HORTALIZAS/VERD.,9663.71,26090.79,0.27,4.62,SUPERMERCADO,2013,7
07-2013,VERD./HORT. IV GAMA,5373.82,19720.13,3.67,34.99,SUPERMERCADO,2013,7
07-2013,VERD./HORT. ECOLOGIC,3121.0,4825.85,1.55,7.66,SUPERMERCADO,2013,7
08-2013,TOTAL PATATAS,44231.56,47090.63,1.06,53.79,SUPERMERCADO,2013,8
08-2013,PATATAS FRESCAS,23943.17,25875.1,1.08,30.59,SUPERMERCADO,2013,8
08-2013,PATATAS CONGELADAS,2838.9,3423.34,1.21,8.74,SUPERMERCADO,2013,8
08-2013,PATATAS PROCESADAS,3489.9,17792.18,0.51,35.97,SUPERMERCADO,2013,8
08-2013,T.HORTALIZAS FRESCAS,70697.14,113405.51,0.16,77.75,SUPERMERCADO,2013,8
08-2013,TOMATES,19844.95,25164.94,1.27,49.28,SUPERMERCADO,2013,8
08-2013,CEBOLLAS,9162.23,9162.67,0.01,33.23,SUPERMERCADO,2013,8
08-2013,AJOS,668.11,3098.73,4.64,12.64,SUPERMERCADO,2013,8
08-2013,COLES,949.56,1037.32,1.09,4.31,SUPERMERCADO,2013,8
08-2013,PEPINOS,5219.2,5464.73,1.05,25.13,SUPERMERCADO,2013,8
08-2013,JUDIAS VERDES,1870.49,4520.9,2.42,12.65,SUPERMERCADO,2013,8
08-2013,PIMIENTOS,5796.33,9961.51,1.72,35.85,SUPERMERCADO,2013,8
08-2013,CHAMPIÑONES+O.SETAS,1805.02,6494.61,0.36,16.93,SUPERMERCADO,2013,8
08-2013,LECHUGA/ESC./ENDIVIA,5690.63,13340.13,2.34,33.13,SUPERMERCADO,2013,8
08-2013,ESPARRAGOS,85.65,455.55,5.32,1.07,SUPERMERCADO,2013,8
08-2013,VERDURAS DE HOJA,607.58,2120.66,3.49,6.99,SUPERMERCADO,2013,8
08-2013,BERENJENAS,1625.91,1979.87,1.22,11.27,SUPERMERCADO,2013,8
08-2013,ZANAHORIAS,5685.49,4625.6,0.81,28.73,SUPERMERCADO,2013,8
08-2013,CALABACINES,3540.99,3896.64,0.11,18.59,SUPERMERCADO,2013,8
08-2013,OTR.HORTALIZAS/VERD.,8145.01,22081.65,2.71,42.26,SUPERMERCADO,2013,8
08-2013,VERD./HORT. IV GAMA,4783.75,16701.62,3.49,30.89,SUPERMERCADO,2013,8
08-2013,VERD./HORT. ECOLOGIC,2762.4,4424.14,0.16,7.83,SUPERMERCADO,2013,8
09-2013,TOTAL PATATAS,45524.46,42039.0,0.92,55.06,SUPERMERCADO,2013,9
09-2013,PATATAS FRESCAS,26651.86,22963.43,0.86,32.48,SUPERMERCADO,2013,9
09-2013,PATATAS CONGELADAS,2654.17,3236.51,1.22,9.01,SUPERMERCADO,2013,9
09-2013,PATATAS PROCESADAS,3243.68,15839.05,4.88,35.39,SUPERMERCADO,2013,9
09-2013,T.HORTALIZAS FRESCAS,75698.78,125120.11,1.65,80.68,SUPERMERCADO,2013,9
09-2013,TOMATES,16982.39,21788.64,1.28,47.78,SUPERMERCADO,2013,9
09-2013,CEBOLLAS,10149.19,9833.73,0.97,34.85,SUPERMERCADO,2013,9
09-2013,AJOS,785.68,3524.23,4.49,14.46,SUPERMERCADO,2013,9
09-2013,COLES,1762.08,2069.72,1.17,7.66,SUPERMERCADO,2013,9
09-2013,PEPINOS,3925.23,4241.74,1.08,20.88,SUPERMERCADO,2013,9
09-2013,JUDIAS VERDES,2204.31,6075.28,2.76,14.35,SUPERMERCADO,2013,9
09-2013,PIMIENTOS,6158.04,9855.37,0.16,35.89,SUPERMERCADO,2013,9
09-2013,CHAMPIÑONES+O.SETAS,2088.32,7975.16,3.82,21.29,SUPERMERCADO,2013,9
09-2013,LECHUGA/ESC./ENDIVIA,5711.67,13596.47,2.38,34.84,SUPERMERCADO,2013,9
09-2013,ESPARRAGOS,222.63,1046.79,0.47,2.05,SUPERMERCADO,2013,9
09-2013,VERDURAS DE HOJA,851.1,2684.43,3.15,9.28,SUPERMERCADO,2013,9
09-2013,BERENJENAS,1751.42,2298.6,1.31,12.75,SUPERMERCADO,2013,9
09-2013,ZANAHORIAS,6455.51,5193.24,0.08,32.82,SUPERMERCADO,2013,9
09-2013,CALABACINES,4776.39,5665.59,1.19,2.23,SUPERMERCADO,2013,9
09-2013,OTR.HORTALIZAS/VERD.,11874.82,29271.13,2.46,49.42,SUPERMERCADO,2013,9
09-2013,VERD./HORT. IV GAMA,5459.68,19014.35,3.48,34.09,SUPERMERCADO,2013,9
09-2013,VERD./HORT. ECOLOGIC,3625.15,5342.88,1.47,8.36,SUPERMERCADO,2013,9
10-2013,TOTAL PATATAS,49001.96,43478.73,0.89,56.69,SUPERMERCADO,2013,10
10-2013,PATATAS FRESCAS,28303.41,22445.85,0.79,33.26,SUPERMERCADO,2013,10
10-2013,PATATAS CONGELADAS,2829.97,3464.69,1.22,9.09,SUPERMERCADO,2013,10
10-2013,PATATAS PROCESADAS,3573.72,17568.19,4.92,36.43,SUPERMERCADO,2013,10
10-2013,T.HORTALIZAS FRESCAS,83078.46,137528.18,1.66,82.44,SUPERMERCADO,2013,10
10-2013,TOMATES,17477.84,23114.54,1.32,49.28,SUPERMERCADO,2013,10
10-2013,CEBOLLAS,10493.36,10142.46,0.97,3.55,SUPERMERCADO,2013,10
10-2013,AJOS,858.15,3928.51,4.58,15.47,SUPERMERCADO,2013,10
10-2013,COLES,2774.28,2962.14,1.07,9.86,SUPERMERCADO,2013,10
10-2013,PEPINOS,3216.1,3995.99,1.24,17.89,SUPERMERCADO,2013,10
10-2013,JUDIAS VERDES,2071.4,6008.76,0.29,14.48,SUPERMERCADO,2013,10
10-2013,PIMIENTOS,5799.17,9335.51,1.61,35.13,SUPERMERCADO,2013,10
10-2013,CHAMPIÑONES+O.SETAS,2709.92,9817.06,3.62,23.94,SUPERMERCADO,2013,10
10-2013,LECHUGA/ESC./ENDIVIA,6125.65,14421.43,2.35,34.47,SUPERMERCADO,2013,10
10-2013,ESPARRAGOS,254.56,1039.91,4.09,2.17,SUPERMERCADO,2013,10
10-2013,VERDURAS DE HOJA,1116.74,3447.17,3.09,10.25,SUPERMERCADO,2013,10
10-2013,BERENJENAS,2070.41,2585.93,1.25,13.37,SUPERMERCADO,2013,10
10-2013,ZANAHORIAS,6987.96,5546.6,0.79,34.06,SUPERMERCADO,2013,10
10-2013,CALABACINES,6015.84,6908.53,1.15,24.82,SUPERMERCADO,2013,10
10-2013,OTR.HORTALIZAS/VERD.,15107.08,34273.64,2.27,52.88,SUPERMERCADO,2013,10
10-2013,VERD./HORT. IV GAMA,6015.68,21437.6,3.56,35.55,SUPERMERCADO,2013,10
10-2013,VERD./HORT. ECOLOGIC,3387.28,5338.52,1.58,8.65,SUPERMERCADO,2013,10
11-2013,TOTAL PATATAS,48581.25,42213.64,0.87,55.63,SUPERMERCADO,2013,11
11-2013,PATATAS FRESCAS,28182.44,21521.33,0.76,33.36,SUPERMERCADO,2013,11
11-2013,PATATAS CONGELADAS,2771.91,3359.3,1.21,9.24,SUPERMERCADO,2013,11
11-2013,PATATAS PROCESADAS,3525.38,17333.01,4.92,35.52,SUPERMERCADO,2013,11
11-2013,T.HORTALIZAS FRESCAS,82300.06,138931.84,1.69,82.43,SUPERMERCADO,2013,11
11-2013,TOMATES,16195.32,21867.18,1.35,48.63,SUPERMERCADO,2013,11
11-2013,CEBOLLAS,10740.98,10258.42,0.96,35.89,SUPERMERCADO,2013,11
11-2013,AJOS,878.51,3971.02,4.52,15.83,SUPERMERCADO,2013,11
11-2013,COLES,2798.77,3146.8,1.12,10.39,SUPERMERCADO,2013,11
11-2013,PEPINOS,2332.43,3186.19,1.37,13.75,SUPERMERCADO,2013,11
11-2013,JUDIAS VERDES,2554.14,6678.01,2.61,15.74,SUPERMERCADO,2013,11
11-2013,PIMIENTOS,5858.83,9049.45,1.54,3.33,SUPERMERCADO,2013,11
11-2013,CHAMPIÑONES+O.SETAS,2674.05,10833.46,4.05,23.77,SUPERMERCADO,2013,11
11-2013,LECHUGA/ESC./ENDIVIA,5395.53,12978.15,2.41,32.79,SUPERMERCADO,2013,11
11-2013,ESPARRAGOS,424.39,1244.67,2.93,2.51,SUPERMERCADO,2013,11
11-2013,VERDURAS DE HOJA,1208.03,3486.74,2.89,10.69,SUPERMERCADO,2013,11
11-2013,BERENJENAS,1901.97,2513.72,1.32,12.79,SUPERMERCADO,2013,11
11-2013,ZANAHORIAS,7220.27,5614.23,0.78,3.42,SUPERMERCADO,2013,11
11-2013,CALABACINES,5594.32,8372.4,0.15,25.35,SUPERMERCADO,2013,11
11-2013,OTR.HORTALIZAS/VERD.,16522.53,35731.39,2.16,54.15,SUPERMERCADO,2013,11
11-2013,VERD./HORT. IV GAMA,5856.03,19893.05,0.34,34.24,SUPERMERCADO,2013,11
11-2013,VERD./HORT. ECOLOGIC,2790.87,4485.42,1.61,8.13,SUPERMERCADO,2013,11
12-2013,TOTAL PATATAS,50443.55,44356.04,0.88,56.26,SUPERMERCADO,2013,12
12-2013,PATATAS FRESCAS,28712.22,21822.25,0.76,32.29,SUPERMERCADO,2013,12
12-2013,PATATAS CONGELADAS,2761.09,3298.85,1.19,9.25,SUPERMERCADO,2013,12
12-2013,PATATAS PROCESADAS,3794.05,19234.94,5.07,38.09,SUPERMERCADO,2013,12
12-2013,T.HORTALIZAS FRESCAS,75402.93,141270.29,1.87,81.12,SUPERMERCADO,2013,12
12-2013,TOMATES,14531.19,23504.45,1.62,48.06,SUPERMERCADO,2013,12
12-2013,CEBOLLAS,10305.31,10432.72,1.01,37.18,SUPERMERCADO,2013,12
12-2013,AJOS,1067.48,4716.09,4.42,1.85,SUPERMERCADO,2013,12
12-2013,COLES,2614.74,2931.9,1.12,10.04,SUPERMERCADO,2013,12
12-2013,PEPINOS,1746.55,2560.29,1.47,11.21,SUPERMERCADO,2013,12
12-2013,JUDIAS VERDES,2288.24,6055.87,2.65,15.27,SUPERMERCADO,2013,12
12-2013,PIMIENTOS,5571.72,9251.62,1.66,34.76,SUPERMERCADO,2013,12
12-2013,CHAMPIÑONES+O.SETAS,3024.15,10610.79,3.51,24.69,SUPERMERCADO,2013,12
12-2013,LECHUGA/ESC./ENDIVIA,5630.28,14200.74,2.52,33.85,SUPERMERCADO,2013,12
12-2013,ESPARRAGOS,532.57,1650.99,0.31,3.09,SUPERMERCADO,2013,12
12-2013,VERDURAS DE HOJA,1113.68,3680.34,0.33,1.08,SUPERMERCADO,2013,12
12-2013,BERENJENAS,1247.87,2533.81,2.03,9.23,SUPERMERCADO,2013,12
12-2013,ZANAHORIAS,6766.88,5141.7,0.76,33.14,SUPERMERCADO,2013,12
12-2013,CALABACINES,3984.75,8912.66,2.24,2.12,SUPERMERCADO,2013,12
12-2013,OTR.HORTALIZAS/VERD.,14977.53,35086.32,2.34,5.32,SUPERMERCADO,2013,12
12-2013,VERD./HORT. IV GAMA,5960.1,20648.34,3.46,35.63,SUPERMERCADO,2013,12
12-2013,VERD./HORT. ECOLOGIC,2233.76,4077.95,1.83,7.77,SUPERMERCADO,2013,12
01-2014,TOTAL PATATAS,53645.42,45673.13,0.85,57.41,SUPERMERCADO,2014,1
01-2014,PATATAS FRESCAS,32189.12,24338.79,0.76,35.06,SUPERMERCADO,2014,1
01-2014,PATATAS CONGELADAS,3417.61,4069.17,1.19,10.75,SUPERMERCADO,2014,1
01-2014,PATATAS PROCESADAS,3607.74,17265.17,4.79,36.27,SUPERMERCADO,2014,1
01-2014,T.HORTALIZAS FRESCAS,92271.34,166530.58,0.18,85.13,SUPERMERCADO,2014,1
01-2014,TOMATES,16832.23,26436.64,1.57,5.24,SUPERMERCADO,2014,1
01-2014,CEBOLLAS,11915.18,10946.88,0.92,39.54,SUPERMERCADO,2014,1
01-2014,AJOS,1072.78,4771.29,4.45,18.56,SUPERMERCADO,2014,1
01-2014,COLES,3383.55,3560.37,1.05,12.09,SUPERMERCADO,2014,1
01-2014,PEPINOS,2278.64,3474.55,1.52,14.34,SUPERMERCADO,2014,1
01-2014,JUDIAS VERDES,3008.39,8142.24,2.71,1.85,SUPERMERCADO,2014,1
01-2014,PIMIENTOS,6900.12,12689.17,1.84,39.52,SUPERMERCADO,2014,1
01-2014,CHAMPIÑONES+O.SETAS,3196.43,11847.26,3.71,27.95,SUPERMERCADO,2014,1
01-2014,LECHUGA/ESC./ENDIVIA,6173.62,14839.59,0.24,36.24,SUPERMERCADO,2014,1
01-2014,ESPARRAGOS,319.89,1226.91,3.84,0.24,SUPERMERCADO,2014,1
01-2014,VERDURAS DE HOJA,1384.07,4483.22,3.24,12.49,SUPERMERCADO,2014,1
01-2014,BERENJENAS,1978.6,3767.7,0.19,1.37,SUPERMERCADO,2014,1
