Fecha,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Canal_Venta,Año,Mes
03-2013,UVAS,84.7,312.48,3.69,0.68,HIPERMERCADOS,2013,3
03-2013,KIWI,1379.71,2611.18,1.89,6.01,HIPERMERCADOS,2013,3
03-2013,AGUACATE,319.56,949.42,2.97,2.07,HIPERMERCADOS,2013,3
03-2013,PIÑA,857.01,1105.71,1.29,2.68,HIPERMERCADOS,2013,3
03-2013,OTRAS FRUTAS FRESCAS,880.27,2021.41,0.23,3.94,HIPERMERCADOS,2013,3
03-2013,FRUTAS IV GAMA,712.14,945.64,1.33,1.95,HIPERMERCADOS,2013,3
03-2013,FRUTAS ECOLOGICAS,1114.39,1827.85,1.64,2.58,HIPERMERCADOS,2013,3
04-2013,T.FRUTAS FRESCAS,31346.12,46007.25,1.47,28.07,HIPERMERCADOS,2013,4
04-2013,NARANJAS,7716.38,6724.01,0.87,8.18,HIPERMERCADOS,2013,4
04-2013,MANDARINAS,1096.13,1944.43,1.77,3.82,HIPERMERCADOS,2013,4
04-2013,LIMONES,688.69,935.87,1.36,3.88,HIPERMERCADOS,2013,4
04-2013,PLATANOS,5824.15,7600.8,1.31,16.06,HIPERMERCADOS,2013,4
04-2013,MANZANAS,5037.09,7570.49,0.15,13.04,HIPERMERCADOS,2013,4
04-2013,PERAS,2213.04,4004.22,1.81,8.31,HIPERMERCADOS,2013,4
04-2013,MELOCOTONES,90.4,122.18,1.35,0.17,HIPERMERCADOS,2013,4
04-2013,ALBARICOQUES,23.24,74.66,3.21,0.18,HIPERMERCADOS,2013,4
04-2013,FRESAS/FRESON,3325.82,6226.23,1.87,12.07,HIPERMERCADOS,2013,4
04-2013,MELON,765.91,1354.9,1.77,1.14,HIPERMERCADOS,2013,4
04-2013,SANDIA,391.52,655.17,1.67,0.66,HIPERMERCADOS,2013,4
04-2013,CIRUELAS,173.83,572.65,3.29,0.14,HIPERMERCADOS,2013,4
04-2013,CEREZAS,38.32,82.38,2.15,0.25,HIPERMERCADOS,2013,4
04-2013,UVAS,181.87,569.35,3.13,0.96,HIPERMERCADOS,2013,4
04-2013,KIWI,1377.98,2735.9,1.99,6.36,HIPERMERCADOS,2013,4
04-2013,AGUACATE,396.07,1119.73,2.83,2.15,HIPERMERCADOS,2013,4
04-2013,PIÑA,1106.3,1664.37,0.15,0.26,HIPERMERCADOS,2013,4
04-2013,OTRAS FRUTAS FRESCAS,899.38,2049.91,2.28,0.41,HIPERMERCADOS,2013,4
04-2013,FRUTAS IV GAMA,700.7,1028.75,1.47,2.18,HIPERMERCADOS,2013,4
04-2013,FRUTAS ECOLOGICAS,1384.61,2037.75,1.47,2.93,HIPERMERCADOS,2013,4
05-2013,T.FRUTAS FRESCAS,31521.28,45446.35,1.44,27.84,HIPERMERCADOS,2013,5
05-2013,NARANJAS,7181.75,6697.35,0.93,8.12,HIPERMERCADOS,2013,5
05-2013,MANDARINAS,245.34,436.01,1.78,0.99,HIPERMERCADOS,2013,5
05-2013,LIMONES,825.59,1318.82,0.16,4.23,HIPERMERCADOS,2013,5
05-2013,PLATANOS,5618.94,7107.34,1.26,16.47,HIPERMERCADOS,2013,5
05-2013,MANZANAS,4822.11,7538.19,1.56,12.29,HIPERMERCADOS,2013,5
05-2013,PERAS,1833.12,3530.81,1.93,7.07,HIPERMERCADOS,2013,5
05-2013,MELOCOTONES,293.14,631.81,2.16,1.58,HIPERMERCADOS,2013,5
05-2013,ALBARICOQUES,314.63,822.65,2.61,2.35,HIPERMERCADOS,2013,5
05-2013,FRESAS/FRESON,1744.01,3642.97,2.09,7.82,HIPERMERCADOS,2013,5
05-2013,MELON,993.96,1459.06,1.47,2.37,HIPERMERCADOS,2013,5
05-2013,SANDIA,3715.45,3234.49,0.87,4.76,HIPERMERCADOS,2013,5
05-2013,CIRUELAS,120.96,403.57,3.34,0.98,HIPERMERCADOS,2013,5
05-2013,CEREZAS,274.79,957.22,3.48,0.02,HIPERMERCADOS,2013,5
05-2013,UVAS,107.56,316.82,2.95,0.06,HIPERMERCADOS,2013,5
05-2013,KIWI,1116.77,2301.3,2.06,5.39,HIPERMERCADOS,2013,5
05-2013,AGUACATE,353.27,1116.8,3.16,2.33,HIPERMERCADOS,2013,5
05-2013,PIÑA,745.1,1011.04,1.36,1.89,HIPERMERCADOS,2013,5
05-2013,OTRAS FRUTAS FRESCAS,1214.8,2920.09,0.24,5.55,HIPERMERCADOS,2013,5
05-2013,FRUTAS IV GAMA,716.71,943.78,1.32,1.46,HIPERMERCADOS,2013,5
05-2013,FRUTAS ECOLOGICAS,1181.49,1920.47,1.63,0.25,HIPERMERCADOS,2013,5
06-2013,T.FRUTAS FRESCAS,34912.24,50570.49,1.45,27.78,HIPERMERCADOS,2013,6
06-2013,NARANJAS,4487.04,5044.75,1.12,6.39,HIPERMERCADOS,2013,6
06-2013,MANDARINAS,92.68,238.84,2.58,0.43,HIPERMERCADOS,2013,6
06-2013,LIMONES,560.59,999.24,1.78,3.77,HIPERMERCADOS,2013,6
06-2013,PLATANOS,4312.77,6202.18,1.44,12.82,HIPERMERCADOS,2013,6
06-2013,MANZANAS,3546.15,6031.19,0.17,1.06,HIPERMERCADOS,2013,6
06-2013,PERAS,939.73,2221.47,2.36,0.35,HIPERMERCADOS,2013,6
06-2013,MELOCOTONES,1525.65,2888.26,1.89,6.74,HIPERMERCADOS,2013,6
06-2013,ALBARICOQUES,733.9,1611.89,0.22,3.72,HIPERMERCADOS,2013,6
06-2013,FRESAS/FRESON,480.95,1208.5,2.51,2.77,HIPERMERCADOS,2013,6
06-2013,MELON,3907.85,3822.74,0.98,0.07,HIPERMERCADOS,2013,6
06-2013,SANDIA,8709.62,6307.62,0.72,7.73,HIPERMERCADOS,2013,6
06-2013,CIRUELAS,218.03,477.69,2.19,1.67,HIPERMERCADOS,2013,6
06-2013,CEREZAS,1096.08,3888.93,3.55,5.81,HIPERMERCADOS,2013,6
06-2013,UVAS,69.4,226.38,3.26,0.54,HIPERMERCADOS,2013,6
06-2013,KIWI,955.37,2144.2,2.24,4.63,HIPERMERCADOS,2013,6
06-2013,AGUACATE,318.79,977.46,3.07,2.19,HIPERMERCADOS,2013,6
06-2013,PIÑA,524.59,870.26,1.66,1.79,HIPERMERCADOS,2013,6
06-2013,OTRAS FRUTAS FRESCAS,2433.07,5408.89,2.22,0.93,HIPERMERCADOS,2013,6
06-2013,FRUTAS IV GAMA,782.85,1266.66,1.62,2.43,HIPERMERCADOS,2013,6
06-2013,FRUTAS ECOLOGICAS,1478.3,2187.28,1.48,2.61,HIPERMERCADOS,2013,6
07-2013,T.FRUTAS FRESCAS,39669.11,53388.18,1.35,27.96,HIPERMERCADOS,2013,7
07-2013,NARANJAS,3369.05,4205.1,1.25,4.39,HIPERMERCADOS,2013,7
07-2013,MANDARINAS,47.79,100.52,0.21,0.37,HIPERMERCADOS,2013,7
07-2013,LIMONES,648.95,1218.0,1.88,4.17,HIPERMERCADOS,2013,7
07-2013,PLATANOS,3758.4,5663.44,1.51,13.25,HIPERMERCADOS,2013,7
07-2013,MANZANAS,2879.56,5316.65,1.85,9.56,HIPERMERCADOS,2013,7
07-2013,PERAS,725.1,1593.15,0.22,3.38,HIPERMERCADOS,2013,7
07-2013,MELOCOTONES,2880.78,5092.6,1.77,9.92,HIPERMERCADOS,2013,7
07-2013,ALBARICOQUES,555.03,1218.94,0.22,3.54,HIPERMERCADOS,2013,7
07-2013,FRESAS/FRESON,204.34,436.6,2.14,0.96,HIPERMERCADOS,2013,7
07-2013,MELON,6403.69,6461.75,1.01,10.39,HIPERMERCADOS,2013,7
07-2013,SANDIA,11508.49,7653.13,0.66,1.01,HIPERMERCADOS,2013,7
07-2013,CIRUELAS,565.02,1099.15,1.95,3.16,HIPERMERCADOS,2013,7
07-2013,CEREZAS,1160.93,3279.3,2.82,5.31,HIPERMERCADOS,2013,7
07-2013,UVAS,159.97,439.69,2.75,0.85,HIPERMERCADOS,2013,7
07-2013,KIWI,743.1,1735.14,2.33,3.54,HIPERMERCADOS,2013,7
07-2013,AGUACATE,395.5,1244.92,3.15,0.26,HIPERMERCADOS,2013,7
07-2013,PIÑA,403.52,543.82,1.35,1.04,HIPERMERCADOS,2013,7
07-2013,OTRAS FRUTAS FRESCAS,3259.87,6086.28,1.87,10.31,HIPERMERCADOS,2013,7
07-2013,FRUTAS IV GAMA,842.72,1126.7,1.34,2.12,HIPERMERCADOS,2013,7
07-2013,FRUTAS ECOLOGICAS,1940.71,2692.56,1.39,2.82,HIPERMERCADOS,2013,7
08-2013,T.FRUTAS FRESCAS,38535.46,49226.57,1.28,2.59,HIPERMERCADOS,2013,8
08-2013,NARANJAS,3027.3,3975.97,1.31,4.12,HIPERMERCADOS,2013,8
08-2013,MANDARINAS,29.37,78.56,2.67,0.17,HIPERMERCADOS,2013,8
08-2013,LIMONES,635.19,1155.28,1.82,4.52,HIPERMERCADOS,2013,8
08-2013,PLATANOS,2950.33,4650.57,1.58,10.02,HIPERMERCADOS,2013,8
08-2013,MANZANAS,2113.05,4138.72,1.96,7.35,HIPERMERCADOS,2013,8
08-2013,PERAS,1359.56,2408.72,1.77,5.62,HIPERMERCADOS,2013,8
08-2013,MELOCOTONES,3220.42,5079.45,1.58,0.98,HIPERMERCADOS,2013,8
08-2013,ALBARICOQUES,170.41,446.58,2.62,1.24,HIPERMERCADOS,2013,8
08-2013,FRESAS/FRESON,133.94,382.99,2.86,0.46,HIPERMERCADOS,2013,8
08-2013,MELON,8168.15,7069.45,0.87,1.07,HIPERMERCADOS,2013,8
08-2013,SANDIA,10014.57,6226.67,0.62,9.33,HIPERMERCADOS,2013,8
08-2013,CIRUELAS,818.9,1745.21,2.13,0.42,HIPERMERCADOS,2013,8
08-2013,CEREZAS,345.56,1076.18,3.11,1.92,HIPERMERCADOS,2013,8
08-2013,UVAS,356.8,793.83,2.22,2.17,HIPERMERCADOS,2013,8
08-2013,KIWI,946.45,2203.73,2.33,4.54,HIPERMERCADOS,2013,8
08-2013,AGUACATE,198.38,831.42,4.19,0.17,HIPERMERCADOS,2013,8
08-2013,PIÑA,461.06,634.92,1.38,1.23,HIPERMERCADOS,2013,8
08-2013,OTRAS FRUTAS FRESCAS,3586.02,6328.31,1.76,1.03,HIPERMERCADOS,2013,8
08-2013,FRUTAS IV GAMA,646.79,713.68,0.11,1.21,HIPERMERCADOS,2013,8
08-2013,FRUTAS ECOLOGICAS,1459.61,2259.25,1.55,0.35,HIPERMERCADOS,2013,8
09-2013,T.FRUTAS FRESCAS,34344.19,44904.56,1.31,28.26,HIPERMERCADOS,2013,9
09-2013,NARANJAS,2859.64,4550.66,1.59,4.97,HIPERMERCADOS,2013,9
09-2013,MANDARINAS,145.57,303.51,2.09,0.88,HIPERMERCADOS,2013,9
09-2013,LIMONES,705.78,1339.78,0.19,5.26,HIPERMERCADOS,2013,9
09-2013,PLATANOS,4047.41,5607.27,1.39,13.47,HIPERMERCADOS,2013,9
09-2013,MANZANAS,2772.8,4819.24,1.74,10.17,HIPERMERCADOS,2013,9
09-2013,PERAS,2041.94,3197.31,1.57,9.15,HIPERMERCADOS,2013,9
09-2013,MELOCOTONES,2585.5,4015.54,1.55,9.13,HIPERMERCADOS,2013,9
09-2013,ALBARICOQUES,32.41,80.25,2.48,0.26,HIPERMERCADOS,2013,9
09-2013,FRESAS/FRESON,102.66,291.05,2.84,0.56,HIPERMERCADOS,2013,9
09-2013,MELON,7377.8,4825.22,0.65,8.94,HIPERMERCADOS,2013,9
09-2013,SANDIA,4473.88,2585.39,0.58,4.82,HIPERMERCADOS,2013,9
09-2013,CIRUELAS,970.31,1800.05,1.86,5.39,HIPERMERCADOS,2013,9
09-2013,CEREZAS,19.79,36.87,1.86,0.11,HIPERMERCADOS,2013,9
09-2013,UVAS,944.32,1644.23,1.74,0.52,HIPERMERCADOS,2013,9
09-2013,KIWI,913.08,2278.31,0.25,4.77,HIPERMERCADOS,2013,9
09-2013,AGUACATE,150.87,541.77,3.59,1.36,HIPERMERCADOS,2013,9
09-2013,PIÑA,812.71,1011.3,1.24,2.06,HIPERMERCADOS,2013,9
09-2013,OTRAS FRUTAS FRESCAS,3387.73,5976.8,1.76,10.15,HIPERMERCADOS,2013,9
09-2013,FRUTAS IV GAMA,662.83,916.59,1.38,1.51,HIPERMERCADOS,2013,9
09-2013,FRUTAS ECOLOGICAS,1439.12,1870.02,0.13,2.83,HIPERMERCADOS,2013,9
10-2013,T.FRUTAS FRESCAS,30337.34,42953.74,1.42,26.04,HIPERMERCADOS,2013,10
10-2013,NARANJAS,4425.99,5574.33,1.26,6.27,HIPERMERCADOS,2013,10
10-2013,MANDARINAS,1580.12,2184.78,1.38,4.85,HIPERMERCADOS,2013,10
10-2013,LIMONES,724.59,1288.56,1.78,5.08,HIPERMERCADOS,2013,10
10-2013,PLATANOS,4599.36,6029.06,1.31,14.77,HIPERMERCADOS,2013,10
10-2013,MANZANAS,3639.53,5401.5,1.48,10.67,HIPERMERCADOS,2013,10
10-2013,PERAS,2187.48,3083.07,1.41,8.21,HIPERMERCADOS,2013,10
10-2013,MELOCOTONES,1223.31,2018.67,1.65,4.67,HIPERMERCADOS,2013,10
10-2013,ALBARICOQUES,6.59,14.46,2.19,0.08,HIPERMERCADOS,2013,10
10-2013,FRESAS/FRESON,73.72,227.81,3.09,0.44,HIPERMERCADOS,2013,10
10-2013,MELON,3594.19,2638.7,0.73,4.83,HIPERMERCADOS,2013,10
10-2013,SANDIA,1360.09,822.98,0.61,1.49,HIPERMERCADOS,2013,10
10-2013,CIRUELAS,443.85,960.95,2.17,2.56,HIPERMERCADOS,2013,10
10-2013,CEREZAS,16.37,30.82,1.88,0.12,HIPERMERCADOS,2013,10
10-2013,UVAS,1646.02,2654.73,1.61,5.56,HIPERMERCADOS,2013,10
10-2013,KIWI,1181.72,2866.04,2.43,5.47,HIPERMERCADOS,2013,10
10-2013,AGUACATE,335.8,914.57,2.72,2.04,HIPERMERCADOS,2013,10
10-2013,PIÑA,669.21,785.91,1.17,1.87,HIPERMERCADOS,2013,10
10-2013,OTRAS FRUTAS FRESCAS,2629.39,5456.8,2.08,8.98,HIPERMERCADOS,2013,10
10-2013,FRUTAS IV GAMA,429.78,723.17,1.68,1.27,HIPERMERCADOS,2013,10
10-2013,FRUTAS ECOLOGICAS,1384.32,1967.33,1.42,2.45,HIPERMERCADOS,2013,10
11-2013,T.FRUTAS FRESCAS,27186.29,38418.79,1.41,25.51,HIPERMERCADOS,2013,11
11-2013,NARANJAS,6264.39,5901.82,0.94,7.72,HIPERMERCADOS,2013,11
11-2013,MANDARINAS,2866.48,3536.01,1.23,8.41,HIPERMERCADOS,2013,11
11-2013,LIMONES,669.9,1056.3,1.58,4.02,HIPERMERCADOS,2013,11
11-2013,PLATANOS,4470.37,6251.21,0.14,1.36,HIPERMERCADOS,2013,11
11-2013,MANZANAS,3623.71,5373.94,1.48,10.28,HIPERMERCADOS,2013,11
11-2013,PERAS,1930.84,2642.47,1.37,7.21,HIPERMERCADOS,2013,11
11-2013,MELOCOTONES,208.4,370.28,1.78,0.01,HIPERMERCADOS,2013,11
11-2013,ALBARICOQUES,22.3,89.31,0.04,0.13,HIPERMERCADOS,2013,11
11-2013,FRESAS/FRESON,33.25,73.31,0.22,0.16,HIPERMERCADOS,2013,11
11-2013,MELON,512.87,766.96,0.15,0.97,HIPERMERCADOS,2013,11
11-2013,SANDIA,136.56,79.66,0.58,0.17,HIPERMERCADOS,2013,11
11-2013,CIRUELAS,238.27,531.18,2.23,1.16,HIPERMERCADOS,2013,11
11-2013,CEREZAS,27.37,121.97,4.46,0.23,HIPERMERCADOS,2013,11
11-2013,UVAS,1073.05,2175.49,2.03,4.07,HIPERMERCADOS,2013,11
11-2013,KIWI,974.52,2263.66,2.32,4.23,HIPERMERCADOS,2013,11
11-2013,AGUACATE,280.37,767.38,2.74,1.88,HIPERMERCADOS,2013,11
11-2013,PIÑA,792.75,1120.45,1.41,2.06,HIPERMERCADOS,2013,11
11-2013,OTRAS FRUTAS FRESCAS,3060.89,5297.4,1.73,8.39,HIPERMERCADOS,2013,11
11-2013,FRUTAS IV GAMA,408.51,583.53,1.43,1.36,HIPERMERCADOS,2013,11
11-2013,FRUTAS ECOLOGICAS,1220.39,1815.4,1.49,2.62,HIPERMERCADOS,2013,11
12-2013,T.FRUTAS FRESCAS,29001.14,39225.57,1.35,3.04,HIPERMERCADOS,2013,12
12-2013,NARANJAS,6244.27,5261.89,0.84,8.58,HIPERMERCADOS,2013,12
12-2013,MANDARINAS,3940.67,4250.64,1.08,10.34,HIPERMERCADOS,2013,12
12-2013,LIMONES,781.68,1148.95,1.47,5.96,HIPERMERCADOS,2013,12
12-2013,PLATANOS,4686.31,6245.09,1.33,14.73,HIPERMERCADOS,2013,12
12-2013,MANZANAS,3220.33,4606.45,1.43,10.03,HIPERMERCADOS,2013,12
12-2013,PERAS,1813.04,2385.07,1.32,7.13,HIPERMERCADOS,2013,12
12-2013,MELOCOTONES,24.09,33.89,1.41,0.13,HIPERMERCADOS,2013,12
12-2013,ALBARICOQUES,3.78,15.17,4.02,0.06,HIPERMERCADOS,2013,12
12-2013,FRESAS/FRESON,27.3,144.05,5.28,0.29,HIPERMERCADOS,2013,12
12-2013,MELON,591.79,1007.84,0.17,0.12,HIPERMERCADOS,2013,12
12-2013,SANDIA,55.15,74.75,1.36,0.13,HIPERMERCADOS,2013,12
12-2013,CIRUELAS,71.47,161.04,2.25,0.65,HIPERMERCADOS,2013,12
12-2013,CEREZAS,56.83,216.69,3.81,0.23,HIPERMERCADOS,2013,12
12-2013,UVAS,1327.72,2551.25,1.92,6.63,HIPERMERCADOS,2013,12
12-2013,KIWI,996.63,2266.29,2.27,4.77,HIPERMERCADOS,2013,12
12-2013,AGUACATE,580.87,1275.51,0.22,3.56,HIPERMERCADOS,2013,12
12-2013,PIÑA,1932.36,2406.73,1.25,5.48,HIPERMERCADOS,2013,12
12-2013,OTRAS FRUTAS FRESCAS,2646.85,5174.28,1.95,8.34,HIPERMERCADOS,2013,12
12-2013,FRUTAS IV GAMA,762.16,1144.8,0.15,2.68,HIPERMERCADOS,2013,12
12-2013,FRUTAS ECOLOGICAS,1027.81,1691.22,1.65,0.26,HIPERMERCADOS,2013,12
01-2014,T.FRUTAS FRESCAS,29132.15,38313.07,1.32,27.48,HIPERMERCADOS,2014,1
01-2014,NARANJAS,7814.19,5984.95,0.77,0.89,HIPERMERCADOS,2014,1
01-2014,MANDARINAS,4035.82,4417.13,1.09,9.11,HIPERMERCADOS,2014,1
01-2014,LIMONES,758.22,1039.24,1.37,4.83,HIPERMERCADOS,2014,1
01-2014,PLATANOS,4674.76,6053.65,1.29,1.42,HIPERMERCADOS,2014,1
01-2014,MANZANAS,4356.2,6162.11,1.41,12.62,HIPERMERCADOS,2014,1
01-2014,PERAS,1851.59,2391.41,1.29,7.52,HIPERMERCADOS,2014,1
01-2014,MELOCOTONES,12.39,29.24,2.36,0.01,HIPERMERCADOS,2014,1
01-2014,ALBARICOQUES,7.4,20.95,2.83,0.08,HIPERMERCADOS,2014,1
01-2014,FRESAS/FRESON,436.37,1819.94,4.17,3.51,HIPERMERCADOS,2014,1
01-2014,MELON,232.69,450.54,1.94,0.42,HIPERMERCADOS,2014,1
01-2014,SANDIA,4.6,6.83,1.49,0.03,HIPERMERCADOS,2014,1
01-2014,CIRUELAS,18.17,42.93,2.36,0.19,HIPERMERCADOS,2014,1
01-2014,CEREZAS,82.85,142.49,1.72,0.28,HIPERMERCADOS,2014,1
01-2014,UVAS,392.3,845.07,2.15,2.38,HIPERMERCADOS,2014,1
01-2014,KIWI,1034.02,2237.19,2.16,5.38,HIPERMERCADOS,2014,1
01-2014,AGUACATE,629.82,1902.62,3.02,2.92,HIPERMERCADOS,2014,1
01-2014,PIÑA,880.39,1181.69,1.34,2.83,HIPERMERCADOS,2014,1
01-2014,OTRAS FRUTAS FRESCAS,1910.37,3585.07,1.88,6.28,HIPERMERCADOS,2014,1
01-2014,FRUTAS IV GAMA,692.31,978.92,1.41,1.79,HIPERMERCADOS,2014,1
01-2014,FRUTAS ECOLOGICAS,1081.53,1509.68,0.14,2.97,HIPERMERCADOS,2014,1
02-2014,T.FRUTAS FRESCAS,27084.52,36435.55,1.35,27.58,HIPERMERCADOS,2014,2
02-2014,NARANJAS,7284.57,5503.15,0.76,8.55,HIPERMERCADOS,2014,2
02-2014,MANDARINAS,2662.96,3569.42,1.34,7.13,HIPERMERCADOS,2014,2
02-2014,LIMONES,551.84,802.93,1.46,3.59,HIPERMERCADOS,2014,2
02-2014,PLATANOS,5647.83,6786.28,0.12,15.91,HIPERMERCADOS,2014,2
02-2014,MANZANAS,4162.46,5724.34,1.38,12.14,HIPERMERCADOS,2014,2
02-2014,PERAS,1725.15,2204.72,1.28,6.89,HIPERMERCADOS,2014,2
02-2014,MELOCOTONES,12.89,23.95,1.86,0.07,HIPERMERCADOS,2014,2
02-2014,ALBARICOQUES,5.46,8.06,1.48,0.04,HIPERMERCADOS,2014,2
02-2014,FRESAS/FRESON,1588.78,4415.03,2.78,8.61,HIPERMERCADOS,2014,2
02-2014,MELON,285.84,453.98,1.59,0.63,HIPERMERCADOS,2014,2
02-2014,SANDIA,12.36,21.94,1.77,0.08,HIPERMERCADOS,2014,2
02-2014,CIRUELAS,53.09,164.0,3.09,0.38,HIPERMERCADOS,2014,2
02-2014,CEREZAS,58.62,304.66,0.52,0.03,HIPERMERCADOS,2014,2
02-2014,UVAS,121.08,359.61,2.97,0.61,HIPERMERCADOS,2014,2
02-2014,KIWI,1013.74,2207.82,2.18,4.74,HIPERMERCADOS,2014,2
02-2014,AGUACATE,334.36,855.12,2.56,2.28,HIPERMERCADOS,2014,2
02-2014,PIÑA,751.23,1072.64,1.43,1.91,HIPERMERCADOS,2014,2
02-2014,OTRAS FRUTAS FRESCAS,812.27,1957.91,2.41,3.42,HIPERMERCADOS,2014,2
02-2014,FRUTAS IV GAMA,549.73,677.78,1.23,1.57,HIPERMERCADOS,2014,2
02-2014,FRUTAS ECOLOGICAS,887.65,1206.73,1.36,2.12,HIPERMERCADOS,2014,2
03-2014,T.FRUTAS FRESCAS,30807.69,42135.91,1.37,29.36,HIPERMERCADOS,2014,3
03-2014,NARANJAS,8552.1,6554.15,0.77,9.49,HIPERMERCADOS,2014,3
03-2014,MANDARINAS,2036.59,3260.57,0.16,0.63,HIPERMERCADOS,2014,3
