product,origen,Unidad,familia,price_mean,Volumen,Valor (en euros),DATE
ACEITUNAS,GRANADA,kg,FRUTAS HUESO,3.8,167.0,634.6,2020-11-01
ACEITUNAS,ITALIA,kg,FRUTAS HUESO,3.8,232.0,881.5999999999999,2018-01-01
ACEITUNAS,ITALIA,kg,FRUTAS HUESO,3.8,100.0,380.0,2018-03-01
ACEITUNAS,LERIDA,kg,FRUTAS HUESO,3.8,6.0,22.799999999999997,2018-04-01
ACEITUNAS,LERIDA,kg,FRUTAS HUESO,3.8,760.0,2888.0,2020-01-01
ACEITUNAS,OTRAS PROVINCIAS,kg,FRUTAS HUESO,3.8,660.0,2508.0,2018-11-01
ACEITUNAS,SEVILLA,kg,FRUTAS HUESO,3.8,9104.0,34595.2,2018-09-01
ACEITUNAS,SEVILLA,kg,FRUTAS HUESO,3.8,30287.0,115090.59999999999,2018-10-01
ACEITUNAS,SEVILLA,kg,FRUTAS HUESO,3.8,33379.0,126840.2,2018-11-01
ACEITUNAS,SEVILLA,kg,FRUTAS HUESO,3.8,18636.0,70816.8,2019-09-01
ACEITUNAS,SEVILLA,kg,FRUTAS HUESO,3.8,896.0,3404.7999999999997,2019-10-01
ACEITUNAS,SEVILLA,kg,FRUTAS HUESO,3.8,300.0,1140.0,2019-11-01
ACEITUNAS,SEVILLA,kg,FRUTAS HUESO,3.8,2030.0,7714.0,2020-09-01
ACEITUNAS,SEVILLA,kg,FRUTAS HUESO,3.8,130.0,494.0,2020-10-01
ACEITUNAS,TARRAGONA,kg,FRUTAS HUESO,3.8,143.0,543.4,2018-09-01
ACEITUNAS,TARRAGONA,kg,FRUTAS HUESO,3.8,903.0,3431.3999999999996,2018-10-01
ACEITUNAS,TARRAGONA,kg,FRUTAS HUESO,3.8,2249.0,8546.199999999999,2019-09-01
ACEITUNAS,TARRAGONA,kg,FRUTAS HUESO,3.8,3318.0,12608.4,2019-10-01
ACEITUNAS,TARRAGONA,kg,FRUTAS HUESO,3.8,88.0,334.4,2019-11-01
ACEITUNAS,TARRAGONA,kg,FRUTAS HUESO,3.8,45.0,171.0,2020-05-01
ACEITUNAS,TARRAGONA,kg,FRUTAS HUESO,3.8,1225.0,4655.0,2020-09-01
ACEITUNAS,TARRAGONA,kg,FRUTAS HUESO,3.8,1040.0,3952.0,2020-10-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,4708.0,17890.399999999998,2018-09-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,330.0,1254.0,2018-10-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,205.0,779.0,2019-08-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,4335.0,16473.0,2019-09-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,801.0,3043.7999999999997,2019-10-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,223.0,847.4,2020-08-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,2712.0,10305.6,2020-09-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,630.0,2394.0,2020-10-01
ACEITUNAS,VALENCIA,kg,FRUTAS HUESO,3.8,9.0,34.199999999999996,2020-11-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.5,280.0,140.0,2018-05-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.5,182.0,91.0,2018-07-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.55,119.0,65.45,2018-09-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.6,2305.0,1383.0,2019-07-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.5,2240.0,1120.0,2019-08-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.653846154,20260.0,13246.92308004,2019-10-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.7,12.0,8.399999999999999,2019-12-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.7,1289.0,902.3,2020-01-01
ACELGAS,ALEMANIA,kg,HORTALIZAS HOJA,0.6,1620.0,972.0,2020-06-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.75,408.0,306.0,2018-01-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.575,1420.0,816.4999999999999,2018-03-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.95,302.0,286.9,2018-11-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.838461538,4056.0,3400.799998128,2018-12-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.883333333,2529.0,2233.949999157,2019-01-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.766666667,250.0,191.66666675,2019-02-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.56,1400.0,784.0000000000001,2019-03-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.635714286,370.0,235.21428582000001,2019-04-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.54,340.0,183.60000000000002,2019-05-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.55,346.0,190.3,2019-06-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.65,40.0,26.0,2019-07-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.666666667,1114.0,742.666667038,2019-08-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.591666667,500.0,295.83333350000004,2019-09-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.61,4710.0,2873.1,2019-10-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.545,2562.0,1396.2900000000002,2019-11-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.709090909,2314.0,1640.8363634260002,2019-12-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.6625,2509.0,1662.2124999999999,2020-01-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.6,277.0,166.2,2020-02-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.73,1266.0,924.18,2020-03-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.775,739.0,572.725,2020-04-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.8,312.0,249.60000000000002,2020-05-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.575,742.0,426.65,2020-06-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.566666667,360.0,204.00000012,2020-07-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.5,60.0,30.0,2020-09-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.5,395.0,197.5,2020-10-01
ACELGAS,ALICANTE,kg,HORTALIZAS HOJA,0.516666667,304.0,157.066666768,2020-11-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.75,312.0,234.0,2018-01-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.75,233.0,174.75,2018-02-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.6,68.0,40.8,2018-03-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.575,547.0,314.525,2018-04-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.55,752.0,413.6,2018-05-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.766666667,744.0,570.400000248,2018-12-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.8,14.0,11.200000000000001,2019-01-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.7,150.0,105.0,2019-02-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.625,285.0,178.125,2019-03-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.642857143,1816.0,1167.428571688,2019-04-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.55,1760.0,968.0000000000001,2019-05-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.45,1036.0,466.2,2019-06-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.725,388.0,281.3,2020-03-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.5,705.0,352.5,2020-10-01
ACELGAS,ALMERIA,kg,HORTALIZAS HOJA,0.5,865.0,432.5,2020-11-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.778571429,231649.0,180355.292956421,2018-01-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.71,223354.0,158581.34,2018-02-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.54047619,235137.0,127085.94988803001,2018-03-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.5675,212751.0,120736.1925,2018-04-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.561363636,215514.0,120981.72264890402,2018-05-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.55952381,167705.0,93834.94055604999,2018-06-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.563636364,136581.0,76982.01823148399,2018-07-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.575,112884.0,64908.299999999996,2018-08-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.627777778,138930.0,87217.16669754,2018-09-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.656818182,260073.0,170820.675047286,2018-10-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.864285714,175374.0,151573.242807036,2018-11-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.816666667,132908.0,108541.533377636,2018-12-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.909090909,249992.0,227265.454522728,2019-01-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.705,277370.0,195545.84999999998,2019-02-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.564285714,281166.0,158657.95706252402,2019-03-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.6375,248738.0,158570.47499999998,2019-04-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.540909091,231164.0,125038.70911192399,2019-05-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.513888889,182019.0,93537.541686891,2019-06-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.582608696,137090.0,79869.82613464,2019-07-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.561904762,98047.0,55093.07619981399,2019-08-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.618421053,230776.0,142716.73692712802,2019-09-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.630434783,266625.0,168089.674017375,2019-10-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.5175,227448.0,117704.34,2019-11-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.718421053,167649.0,120442.57111439701,2019-12-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.661904762,230982.0,152888.085736284,2020-01-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.62,72566.0,44990.92,2020-02-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.706666667,150459.0,106324.360050153,2020-03-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.695,220708.0,153392.06,2020-04-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.8125,184967.0,150285.6875,2020-05-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.565,183394.0,103617.60999999999,2020-06-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.497391304,143738.0,71494.031254352,2020-07-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.482857143,113033.0,54578.791444719,2020-08-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.5,218307.0,109153.5,2020-09-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.5,245202.0,122601.0,2020-10-01
ACELGAS,BARCELONA,kg,HORTALIZAS HOJA,0.514285714,251589.0,129388.628499546,2020-11-01
ACELGAS,BURGOS,kg,HORTALIZAS HOJA,0.54,3040.0,1641.6000000000001,2018-04-01
ACELGAS,BURGOS,kg,HORTALIZAS HOJA,0.65,640.0,416.0,2020-03-01
ACELGAS,BURGOS,kg,HORTALIZAS HOJA,0.705555556,4288.0,3025.422224128,2020-04-01
ACELGAS,CADIZ,kg,HORTALIZAS HOJA,0.771428571,1224.0,944.228570904,2018-01-01
ACELGAS,CADIZ,kg,HORTALIZAS HOJA,0.75,264.0,198.0,2018-02-01
ACELGAS,CADIZ,kg,HORTALIZAS HOJA,0.65,105.0,68.25,2018-10-01
ACELGAS,CADIZ,kg,HORTALIZAS HOJA,0.95,25000.0,23750.0,2018-11-01
ACELGAS,CADIZ,kg,HORTALIZAS HOJA,0.6,35.0,21.0,2019-02-01
ACELGAS,CATELLON,kg,HORTALIZAS HOJA,0.75,80.0,60.0,2018-02-01
ACELGAS,CATELLON,kg,HORTALIZAS HOJA,0.575,186.0,106.94999999999999,2018-03-01
ACELGAS,CATELLON,kg,HORTALIZAS HOJA,0.5,240.0,120.0,2019-03-01
ACELGAS,CHILE,kg,HORTALIZAS HOJA,0.5,31.0,15.5,2020-09-01
ACELGAS,CHINA,kg,HORTALIZAS HOJA,0.95,6.0,5.699999999999999,2018-11-01
ACELGAS,CHINA,kg,HORTALIZAS HOJA,0.766666667,90.0,69.00000003,2018-12-01
ACELGAS,CHINA,kg,HORTALIZAS HOJA,1.1,30.0,33.0,2019-01-01
ACELGAS,CORDOBA,kg,HORTALIZAS HOJA,0.5,120.0,60.0,2020-10-01
ACELGAS,ECUADOR,kg,HORTALIZAS HOJA,0.7,199.0,139.29999999999998,2018-02-01
ACELGAS,ECUADOR,kg,HORTALIZAS HOJA,0.55,500.0,275.0,2018-04-01
ACELGAS,ECUADOR,kg,HORTALIZAS HOJA,0.5,33835.0,16917.5,2018-05-01
ACELGAS,ECUADOR,kg,HORTALIZAS HOJA,0.95,55615.0,52834.25,2018-11-01
ACELGAS,GERONA,kg,HORTALIZAS HOJA,0.48,2.0,0.96,2020-07-01
ACELGAS,GERONA,kg,HORTALIZAS HOJA,0.483333333,8.0,3.866666664,2020-08-01
ACELGAS,GRANADA,kg,HORTALIZAS HOJA,0.65,230.0,149.5,2018-11-01
ACELGAS,GRANADA,kg,HORTALIZAS HOJA,0.7,184.0,128.79999999999998,2019-02-01
ACELGAS,GRANADA,kg,HORTALIZAS HOJA,0.616666667,334.0,205.966666778,2019-04-01
ACELGAS,GRANADA,kg,HORTALIZAS HOJA,0.583333333,404.0,235.666666532,2019-05-01
ACELGAS,GRANADA,kg,HORTALIZAS HOJA,0.6,322.0,193.2,2020-01-01
ACELGAS,GRANADA,kg,HORTALIZAS HOJA,0.8,69.0,55.2,2020-04-01
ACELGAS,GRANADA,kg,HORTALIZAS HOJA,0.875,102.0,89.25,2020-05-01
ACELGAS,GRANADA,kg,HORTALIZAS HOJA,0.5,44.0,22.0,2020-09-01
ACELGAS,HUELVA,kg,HORTALIZAS HOJA,0.8,708.0,566.4,2019-12-01
ACELGAS,HUELVA,kg,HORTALIZAS HOJA,0.7,160.0,112.0,2020-01-01
ACELGAS,HUESCA,kg,HORTALIZAS HOJA,0.6,24.0,14.399999999999999,2018-03-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.75,16.0,12.0,2018-02-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.5375,20.0,10.75,2018-03-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.55,16.0,8.8,2018-04-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.6,2.0,1.2,2018-07-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.6625,68.0,45.05,2018-10-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.916666667,17.0,15.583333339,2018-11-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.7,13.0,9.1,2018-12-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,1.05,15.0,15.75,2019-01-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.65,17.0,11.05,2019-04-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.525,42.0,22.05,2019-06-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.616666667,98.0,60.43333336599999,2019-07-01
ACELGAS,ITALIA,kg,HORTALIZAS HOJA,0.725,24.0,17.4,2019-12-01
ACELGAS,LA CORUÑA,kg,HORTALIZAS HOJA,0.55,1148.0,631.4000000000001,2018-03-01
ACELGAS,LA CORUÑA,kg,HORTALIZAS HOJA,0.575,404.0,232.29999999999998,2018-04-01
ACELGAS,LA CORUÑA,kg,HORTALIZAS HOJA,0.6,231.0,138.6,2018-06-01
ACELGAS,LERIDA,kg,HORTALIZAS HOJA,0.7,168.0,117.6,2018-01-01
ACELGAS,LERIDA,kg,HORTALIZAS HOJA,0.725,1300.0,942.5,2018-02-01
ACELGAS,LERIDA,kg,HORTALIZAS HOJA,0.466666667,1056.0,492.800000352,2018-03-01
ACELGAS,LERIDA,kg,HORTALIZAS HOJA,0.5,264.0,132.0,2020-10-01
ACELGAS,MADRID,kg,HORTALIZAS HOJA,0.7,455.0,318.5,2018-02-01
ACELGAS,MADRID,kg,HORTALIZAS HOJA,0.55,192.0,105.60000000000001,2018-03-01
ACELGAS,MADRID,kg,HORTALIZAS HOJA,0.6,1595.0,957.0,2018-04-01
ACELGAS,MADRID,kg,HORTALIZAS HOJA,0.55,2120.0,1166.0,2018-06-01
ACELGAS,MADRID,kg,HORTALIZAS HOJA,0.7,80.0,56.0,2018-12-01
ACELGAS,MADRID,kg,HORTALIZAS HOJA,0.48,669.0,321.12,2020-07-01
ACELGAS,MARRUECOS,kg,HORTALIZAS HOJA,0.8,400.0,320.0,2018-12-01
ACELGAS,MARRUECOS,kg,HORTALIZAS HOJA,1.05,560.0,588.0,2019-01-01
ACELGAS,MARRUECOS,kg,HORTALIZAS HOJA,0.633333333,880.0,557.3333330400001,2019-04-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.779166667,553.0,430.87916685100004,2018-01-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.708333333,1546.0,1095.083332818,2018-02-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.508333333,1682.0,855.0166661060001,2018-03-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.572222222,1140.0,652.33333308,2018-04-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.561764706,2064.0,1159.482353184,2018-05-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.566666667,752.0,426.133333584,2018-06-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.65,320.0,208.0,2018-07-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.525,1056.0,554.4,2018-08-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.65,250.0,162.5,2018-09-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.95,12.0,11.399999999999999,2018-11-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.7,640.0,448.0,2018-12-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,1.06,768.0,814.08,2019-01-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.675,600.0,405.0,2019-04-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.45,360.0,162.0,2019-06-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.6,102.0,61.199999999999996,2019-07-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.65,520.0,338.0,2019-12-01
ACELGAS,MURCIA,kg,HORTALIZAS HOJA,0.6,120.0,72.0,2020-06-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.721428571,537.0,387.407142627,2018-02-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.522222222,1397.0,729.5444441340001,2018-03-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.556666667,338.0,188.153333446,2018-04-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.592307692,737.0,436.530769004,2018-05-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.563888889,133.0,74.997222237,2018-06-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.583333333,242.0,141.166666586,2018-07-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.6,163.0,97.8,2018-08-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.635,82.0,52.07,2018-09-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.658823529,246.0,162.070588134,2018-10-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.809090909,67.0,54.209090903,2018-11-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.7,31.0,21.7,2018-12-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,1.05,8.0,8.4,2019-01-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.65,32.0,20.8,2019-04-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.525,104.0,54.6,2019-06-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.60625,166.0,100.63749999999999,2019-07-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.733333333,63.0,46.199999979000005,2019-12-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.6,6.0,3.5999999999999996,2020-06-01
ACELGAS,NAVARRA,kg,HORTALIZAS HOJA,0.6,3.0,1.7999999999999998,2020-07-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.591666667,9643.0,5705.441669881,2018-04-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.6,4423.0,2653.7999999999997,2018-07-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.65,8011.0,5207.150000000001,2018-09-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.68,6722.0,4570.96,2018-10-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.69,3312.0,2285.2799999999997,2018-11-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.7,917.0,641.9,2018-12-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,1.0,3206.0,3206.0,2019-01-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.9,1714.0,1542.6000000000001,2019-02-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.65,1350.0,877.5,2019-04-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.51,10890.0,5553.900000000001,2019-06-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.611111111,3840.0,2346.6666662400003,2019-07-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.733333333,12786.0,9376.399995738,2019-12-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.6,1070.0,642.0,2020-06-01
ACELGAS,OTRAS PROVINCIAS,kg,HORTALIZAS HOJA,0.6,296.0,177.6,2020-07-01
ACELGAS,OTROS AMERICA,kg,HORTALIZAS HOJA,0.75,240.0,180.0,2018-01-01
ACELGAS,OTROS AMERICA,kg,HORTALIZAS HOJA,0.6,960.0,576.0,2018-03-01
ACELGAS,OTROS AMERICA,kg,HORTALIZAS HOJA,0.55,1170.0,643.5,2018-04-01
ACELGAS,OTROS AMERICA,kg,HORTALIZAS HOJA,0.98,960.0,940.8,2019-01-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.779411765,8077.0,6295.308825905,2018-01-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.566666667,884.0,500.933333628,2018-04-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.558333333,5330.0,2975.91666489,2018-05-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.55625,7314.0,4068.4125000000004,2018-06-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.570588235,5894.0,3363.04705709,2018-07-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.579411765,6668.0,3863.51764902,2018-08-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.623333333,8904.0,5550.159997032,2018-09-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.66,5892.0,3888.7200000000003,2018-10-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.83,2482.0,2060.06,2018-11-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.841666667,1731.0,1456.925000577,2018-12-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,1.06,2004.0,2124.2400000000002,2019-01-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.9,384.0,345.6,2019-02-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.666666667,918.0,612.000000306,2019-04-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.51,1106.0,564.0600000000001,2019-06-01
ACELGAS,TARRAGONA,kg,HORTALIZAS HOJA,0.605555556,1420.0,859.88888952,2019-07-01
